clip_id,split,subject_id,engagement,frame_path,status
1100012025.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012025.jpg,ok
1100012026.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012026.jpg,ok
1100012027.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012027.jpg,ok
1100012028.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012028.jpg,ok
1100012030.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012030.jpg,ok
1100012031.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012031.jpg,ok
1100012032.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012032.jpg,ok
1100012033.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012033.jpg,ok
1100012036.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012036.jpg,ok
1100012037.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012037.jpg,ok
1100012038.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012038.jpg,ok
1100012041.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012041.jpg,ok
1100012042.avi,Train,110001,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012042.jpg,ok
1100012045.avi,Train,110001,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012045.jpg,ok
1100012046.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012046.jpg,ok
1100012047.avi,Train,110001,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012047.jpg,ok
1100012049.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012049.jpg,ok
1100012050.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012050.jpg,ok
1100012051.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012051.jpg,ok
1100012052.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012052.jpg,ok
1100012057.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012057.jpg,ok
1100012059.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012059.jpg,ok
1100012060.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012060.jpg,ok
1100012061.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012061.jpg,ok
1100012062.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012062.jpg,ok
1100012063.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012063.jpg,ok
1100012064.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012064.jpg,ok
1100012065.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012065.jpg,ok
1100012066.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012066.jpg,ok
1100012069.avi,Train,110001,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100012069.jpg,ok
1100021001.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021001.jpg,ok
1100021003.avi,Train,110002,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021003.jpg,ok
1100021015.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021015.jpg,ok
1100021038.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021038.jpg,ok
1100021039.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021039.jpg,ok
1100021040.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021040.jpg,ok
1100021045.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021045.jpg,ok
1100021050.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021050.jpg,ok
1100021055.avi,Train,110002,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100021055.jpg,ok
1100022001.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022001.jpg,ok
1100022002.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022002.jpg,ok
1100022003.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022003.jpg,ok
1100022004.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022004.jpg,ok
1100022005.avi,Train,110002,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022005.jpg,ok
1100022008.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022008.jpg,ok
1100022009.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022009.jpg,ok
1100022014.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022014.jpg,ok
1100022019.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022019.jpg,ok
1100022020.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022020.jpg,ok
1100022021.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022021.jpg,ok
1100022022.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022022.jpg,ok
1100022026.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022026.jpg,ok
1100022027.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022027.jpg,ok
1100022028.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022028.jpg,ok
1100022029.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022029.jpg,ok
1100022031.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022031.jpg,ok
1100022035.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022035.jpg,ok
1100022038.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022038.jpg,ok
1100022039.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022039.jpg,ok
1100022045.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022045.jpg,ok
1100022046.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022046.jpg,ok
1100022047.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022047.jpg,ok
1100022048.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022048.jpg,ok
1100022049.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022049.jpg,ok
1100022051.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022051.jpg,ok
1100022052.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022052.jpg,ok
1100022053.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022053.jpg,ok
1100022054.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022054.jpg,ok
1100022055.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022055.jpg,ok
1100022056.avi,Train,110002,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022056.jpg,ok
1100022057.avi,Train,110002,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100022057.jpg,ok
1100041006.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041006.jpg,ok
1100041015.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041015.jpg,ok
1100041016.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041016.jpg,ok
1100041017.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041017.jpg,ok
1100041018.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041018.jpg,ok
1100041021.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041021.jpg,ok
1100041022.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041022.jpg,ok
1100041023.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041023.jpg,ok
1100041024.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041024.jpg,ok
1100041029.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041029.jpg,ok
1100041034.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041034.jpg,ok
1100041044.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041044.jpg,ok
1100041051.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041051.jpg,ok
1100041052.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100041052.jpg,ok
1100042009.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042009.jpg,ok
1100042010.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042010.jpg,ok
1100042011.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042011.jpg,ok
1100042017.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042017.jpg,ok
1100042018.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042018.jpg,ok
1100042019.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042019.jpg,ok
1100042020.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042020.jpg,ok
1100042023.avi,Train,110004,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042023.jpg,ok
1100042024.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042024.jpg,ok
1100042025.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042025.jpg,ok
1100042026.avi,Train,110004,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042026.jpg,ok
1100042029.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042029.jpg,ok
1100042030.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042030.jpg,ok
1100042031.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042031.jpg,ok
1100042034.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042034.jpg,ok
1100042040.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042040.jpg,ok
1100042041.avi,Train,110004,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042041.jpg,ok
1100042058.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042058.jpg,ok
1100042059.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042059.jpg,ok
1100042060.avi,Train,110004,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100042060.jpg,ok
1100051002.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051002.jpg,ok
1100051004.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051004.jpg,ok
1100051006.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051006.jpg,ok
1100051007.avi,Train,110005,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051007.jpg,ok
1100051008.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051008.jpg,ok
1100051009.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051009.jpg,ok
1100051011.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051011.jpg,ok
1100051012.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051012.jpg,ok
1100051013.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051013.jpg,ok
1100051014.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051014.jpg,ok
1100051016.avi,Train,110005,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051016.jpg,ok
1100051017.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051017.jpg,ok
1100051019.avi,Train,110005,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051019.jpg,ok
1100051020.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051020.jpg,ok
1100051021.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051021.jpg,ok
1100051022.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051022.jpg,ok
1100051023.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051023.jpg,ok
1100051024.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051024.jpg,ok
1100051025.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051025.jpg,ok
1100051026.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051026.jpg,ok
1100051028.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051028.jpg,ok
1100051029.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051029.jpg,ok
1100051030.avi,Train,110005,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051030.jpg,ok
1100051031.avi,Train,110005,1,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051031.jpg,ok
1100051032.avi,Train,110005,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051032.jpg,ok
1100051033.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051033.jpg,ok
1100051034.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051034.jpg,ok
1100051035.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051035.jpg,ok
1100051036.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051036.jpg,ok
1100051037.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051037.jpg,ok
1100051039.avi,Train,110005,2,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051039.jpg,ok
1100051041.avi,Train,110005,3,/Users/amangoyal/Documents/CVPR 2026 Workshop/frames_full/Train/1100051041.jpg,ok
