image_id,image_path,ground_truth,predicted,sim_0,sim_1,sim_2,sim_3,p_0,p_1,p_2,p_3,stderr,returncode
40010058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010058.png,1,0,31.631013870239258,30.87506866455078,28.567058563232422,27.74123764038086,0.6507370471954346,0.30556434392929077,0.030391113832592964,0.013307521119713783,,0
40010064.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010064.png,1,0,31.463315963745117,30.813827514648438,28.168170928955078,27.91651725769043,0.6296467185020447,0.32887259125709534,0.023336388170719147,0.01814436726272106,,0
40010067.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010067.png,1,0,31.386808395385742,30.468753814697266,27.862150192260742,27.889066696166992,0.6853903532028198,0.27367299795150757,0.020192883908748627,0.02074378728866577,,0
40010084.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010084.png,1,0,31.962955474853516,30.856821060180664,28.092050552368164,28.079307556152344,0.7287299633026123,0.24108964204788208,0.015186370350420475,0.014994077384471893,,0
40010082.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010082.png,1,0,31.615379333496094,30.903562545776367,28.39891242980957,28.0905818939209,0.6408998966217041,0.31452277302742004,0.025697825476527214,0.018879484385252,,0
40010089.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010089.png,1,0,32.461524963378906,30.966354370117188,28.45709991455078,27.83295249938965,0.7985856533050537,0.17905117571353912,0.014562026597559452,0.007801138795912266,,0
40010095.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010095.png,1,0,31.918399810791016,30.64253044128418,28.16331672668457,27.34336280822754,0.7616769671440125,0.21265116333961487,0.017822101712226868,0.007849779911339283,,0
40010098.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010098.png,1,0,32.515098571777344,31.408796310424805,28.845458984375,27.934682846069336,0.731787919998169,0.24206070601940155,0.01865009404718876,0.007501289714127779,,0
40010099.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010099.png,1,0,32.405616760253906,30.935747146606445,28.441884994506836,27.534767150878906,0.7957890629768372,0.18299603462219238,0.015113710425794125,0.006101193837821484,,0
40010105.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010105.png,1,0,32.03266906738281,30.69215965270996,27.81204605102539,27.111906051635742,0.7790010571479797,0.2038741558790207,0.011443128809332848,0.0056816935539245605,,0
40010107.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010107.png,1,0,31.871505737304688,30.82871437072754,27.944486618041992,27.57801055908203,0.7215898036956787,0.2543383538722992,0.01421699021011591,0.009854829870164394,,0
40010106.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010106.png,1,0,32.17564010620117,31.34540557861328,28.63827896118164,28.07735252380371,0.674928605556488,0.29423314332962036,0.019633667543530464,0.011204543523490429,,0
40010110.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010110.png,1,0,31.765544891357422,30.336872100830078,27.978397369384766,28.108999252319336,0.7763321399688721,0.18602995574474335,0.017591800540685654,0.020046105608344078,,0
40010114.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010114.png,1,0,31.001482009887695,30.12769317626953,27.62286949157715,27.82609748840332,0.6696847677230835,0.2795044779777527,0.02283271960914135,0.027978114783763885,,0
40010120.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010120.png,1,0,31.880277633666992,30.862945556640625,28.347625732421875,27.34946060180664,0.7134919762611389,0.257968932390213,0.020853448659181595,0.007685644086450338,,0
40010123.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010123.png,1,0,31.44668960571289,30.17214584350586,27.546184539794922,27.093156814575195,0.7618167996406555,0.21297235786914825,0.01541284192353487,0.009797952137887478,,0
40010135.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010135.png,1,0,32.193885803222656,31.086318969726562,28.30626106262207,27.95465660095215,0.732453465461731,0.24197465181350708,0.015010876581072807,0.010561028495430946,,0
40020002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020002.png,1,0,32.055328369140625,30.803077697753906,27.88027572631836,27.54012107849121,0.7620925903320312,0.21785232424736023,0.01171670388430357,0.008338311687111855,,0
40020003.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020003.png,1,0,32.39500045776367,31.153095245361328,28.40692138671875,27.969900131225586,0.7579537630081177,0.21892237663269043,0.01404888927936554,0.009074988774955273,,0
40020019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020019.png,1,0,32.27036666870117,31.18878936767578,28.177175521850586,27.985933303833008,0.7301787734031677,0.24757462739944458,0.012183691374957561,0.01006290689110756,,0
40020021.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020021.png,1,0,32.59941482543945,31.45387840270996,28.500699996948242,28.00442886352539,0.7436329126358032,0.2365148514509201,0.012339835986495018,0.007512449752539396,,0
40020022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020022.png,1,0,32.758296966552734,31.546003341674805,28.508752822875977,28.202842712402344,0.7562611103057861,0.2249983549118042,0.010792404413223267,0.007948096841573715,,0
40020026.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020026.png,1,0,32.048885345458984,31.081640243530273,28.109968185424805,27.844947814941406,0.7069462537765503,0.26873064041137695,0.013763738796114922,0.010559407994151115,,0
40020034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020034.png,1,0,31.91051483154297,31.022850036621094,28.121641159057617,27.28970718383789,0.6924815773963928,0.2850363850593567,0.01566467247903347,0.006817371118813753,,0
40020044.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020044.png,1,0,32.08893585205078,31.186861038208008,28.46895408630371,27.627260208129883,0.6924952864646912,0.2809640169143677,0.018547214567661285,0.007993476465344429,,0
40020045.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020045.png,1,0,31.53923797607422,30.409780502319336,27.53228187561035,26.92447280883789,0.740027129650116,0.23918311297893524,0.013460113666951656,0.007329605985432863,,0
40020046.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020046.png,1,0,31.84955406188965,30.794540405273438,27.894020080566406,27.2086238861084,0.726224422454834,0.2528623640537262,0.013906065374612808,0.0070071350783109665,,0
40020049.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020049.png,1,0,31.954097747802734,30.778709411621094,27.831787109375,26.9678897857666,0.7508987188339233,0.23180173337459564,0.012169832363724709,0.005129780620336533,,0
40020050.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020050.png,0,0,31.85199546813965,30.67890739440918,27.68716812133789,26.883251190185547,0.7508103847503662,0.23230822384357452,0.011661884374916553,0.005219538230448961,,0
40020058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020058.png,1,0,30.965059280395508,30.6710147857666,27.55635643005371,28.030317306518555,0.5460089445114136,0.4069095253944397,0.018064206466078758,0.029017332941293716,,0
40020077.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020077.png,0,0,30.859336853027344,29.96332550048828,27.51605224609375,27.058338165283203,0.6821916699409485,0.2784669101238251,0.024095522239804268,0.015245921909809113,,0
40020078.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020078.png,0,0,30.563127517700195,29.71678352355957,27.096424102783203,26.75550651550293,0.6745812296867371,0.2893821597099304,0.02106027863919735,0.014976332895457745,,0
40020083.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020083.png,0,0,31.50809097290039,30.42665672302246,27.43440055847168,26.6328182220459,0.7332688570022583,0.2486579418182373,0.012476189061999321,0.0055970498360693455,,0
40020073.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020073.png,0,0,31.855520248413086,30.583858489990234,28.338623046875,28.16295051574707,0.7490834593772888,0.21001704037189484,0.022241350263357162,0.0186581052839756,,0
40020097.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020097.png,0,0,32.231910705566406,30.517881393432617,27.411481857299805,26.908451080322266,0.8381683826446533,0.15098638832569122,0.006758427247405052,0.004086788278073072,,0
40020086.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020086.png,0,0,31.382612228393555,30.79114532470703,28.218503952026367,26.310306549072266,0.6242062449455261,0.34550735354423523,0.026373839005827904,0.003912494517862797,,0
40020103.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020103.png,0,0,31.743392944335938,30.299741744995117,27.66234016418457,27.11802101135254,0.7919198870658875,0.18694400787353516,0.01337527111172676,0.007760822772979736,,0
40020105.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020105.png,0,0,31.038738250732422,29.52076530456543,26.636356353759766,26.712703704833984,0.8034557104110718,0.17608188092708588,0.009840831160545349,0.010621577501296997,,0
40020110.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020110.png,0,0,31.199234008789062,30.290639877319336,26.926782608032227,27.027915954589844,0.6980948448181152,0.28139540553092957,0.009736713953316212,0.010772934183478355,,0
40020122.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020122.png,1,0,32.10733413696289,31.252368927001953,28.771337509155273,27.538663864135742,0.679694652557373,0.28907275199890137,0.024182932451367378,0.0070496173575520515,,0
40020141.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020141.png,1,0,31.90120506286621,30.649259567260742,28.071807861328125,27.6273250579834,0.7566595673561096,0.216365247964859,0.01643669418990612,0.01053848210722208,,0
40020148.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020148.png,1,0,32.291080474853516,31.715551376342773,29.108705520629883,28.717241287231445,0.6127668023109436,0.34462445974349976,0.025421859696507454,0.017186863347887993,,0
40020150.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020150.png,1,0,31.536069869995117,30.66459846496582,28.1502628326416,27.453535079956055,0.6807118058204651,0.28476592898368835,0.023042308166623116,0.01147997472435236,,0
40020119.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020119.png,1,0,31.85492515563965,30.760427474975586,28.24639320373535,27.54015350341797,0.7271834015846252,0.24339386820793152,0.019700555130839348,0.009722152724862099,,0
40020144.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020144.png,1,0,31.323524475097656,30.736928939819336,28.56825065612793,27.68577003479004,0.6074889302253723,0.33789607882499695,0.038631197065114975,0.015983860939741135,,0
40020153.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020153.png,1,0,31.622051239013672,30.9995174407959,28.499122619628906,27.94405746459961,0.6227096915245056,0.334135502576828,0.027416687458753586,0.01573813334107399,,0
40020061.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020061.png,1,0,31.893810272216797,31.12720489501953,27.880186080932617,27.016592025756836,0.6710177659988403,0.3117464780807495,0.01212381199002266,0.00511193135753274,,0
40020167.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020167.png,0,0,30.936336517333984,30.28106117248535,27.990890502929688,26.20317268371582,0.6326406598091125,0.3285296559333801,0.03326336294412613,0.005566345527768135,,0
40020168.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020168.png,1,0,30.735197067260742,30.083974838256836,27.850854873657227,25.991212844848633,0.6305156350135803,0.3287559747695923,0.03524049371480942,0.00548794399946928,,0
40020174.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020174.png,0,0,31.10582160949707,30.469655990600586,28.078916549682617,26.696569442749023,0.6289514303207397,0.33291542530059814,0.03048238717019558,0.007650736253708601,,0
40020170.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020170.png,1,0,31.111928939819336,30.394372940063477,27.971696853637695,26.739089965820312,0.6477391719818115,0.31605997681617737,0.028029458597302437,0.008171472698450089,,0
40020182.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020182.png,1,0,31.298044204711914,30.882722854614258,28.663888931274414,26.781410217285156,0.5737783312797546,0.378767192363739,0.041185565292835236,0.0062689511105418205,,0
40020156.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020156.png,1,0,30.68450355529785,30.17735481262207,28.158124923706055,26.758920669555664,0.5875824093818665,0.3538481295108795,0.04697604849934578,0.011593373492360115,,0
40020164.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020164.png,1,0,31.3817195892334,31.044431686401367,28.740474700927734,26.9069766998291,0.5566785335540771,0.3973033130168915,0.03967586159706116,0.006342322565615177,,0
40020177.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020177.png,0,0,31.22439956665039,30.12602996826172,27.479562759399414,26.52971649169922,0.7319586277008057,0.2440454363822937,0.01730312593281269,0.006692857015877962,,0
40020202.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020202.png,0,0,31.44565773010254,30.868732452392578,28.259807586669922,27.155601501464844,0.61855548620224,0.3473947048187256,0.025572990998625755,0.008476780727505684,,0
40020194.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020194.png,0,0,31.149017333984375,30.50374984741211,27.81113052368164,26.731800079345703,0.6360910534858704,0.3336438834667206,0.022588815540075302,0.007676198612898588,,0
40020203.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020203.png,0,0,31.96871566772461,31.644424438476562,29.411653518676758,27.926401138305664,0.5500161051750183,0.39768344163894653,0.042643953114748,0.009656517766416073,,0
40020210.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020210.png,0,0,31.351778030395508,30.97420883178711,28.587282180786133,27.24840545654297,0.5665560364723206,0.3883887827396393,0.035697486251592636,0.009357736445963383,,0
40020215.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020215.png,1,0,31.378889083862305,30.878860473632812,28.661685943603516,27.109230041503906,0.5929232239723206,0.3596158027648926,0.039168063551187515,0.008292951621115208,,0
40020216.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020216.png,0,0,31.602609634399414,31.134164810180664,28.888416290283203,27.24599266052246,0.5864912867546082,0.3671289086341858,0.03885996341705322,0.007519809994846582,,0
40020218.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020218.png,0,0,31.596290588378906,30.996578216552734,28.469886779785156,27.645355224609375,0.6203160285949707,0.3405345678329468,0.027216551825404167,0.011932832188904285,,0
40030006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030006.png,1,0,31.650390625,30.695114135742188,27.40391731262207,27.14729881286621,0.7091720104217529,0.2728225886821747,0.010151534341275692,0.00785386934876442,,0
40020160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020160.png,1,0,30.82265281677246,30.197593688964844,27.88829803466797,26.131147384643555,0.6259516477584839,0.3350279629230499,0.033278726041316986,0.0057417708449065685,,0
40020208.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020208.png,0,0,31.40959358215332,30.631059646606445,28.06169319152832,26.845556259155273,0.6646034717559814,0.30510520935058594,0.02336619235575199,0.006925106048583984,,0
40020217.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020217.png,0,0,31.368139266967773,30.841678619384766,28.439685821533203,27.13327980041504,0.6028986573219299,0.35612738132476807,0.03224283084273338,0.008731085807085037,,0
40020221.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020221.png,0,0,31.720352172851562,31.05352020263672,28.47169303894043,27.07729721069336,0.6402923464775085,0.32868269085884094,0.024860139936208725,0.006164886988699436,,0
40020158.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020158.png,1,0,30.746353149414062,30.311471939086914,27.870380401611328,26.465320587158203,0.5822310447692871,0.37690234184265137,0.03281529247760773,0.008051309734582901,,0
40030020.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030020.png,1,0,31.814899444580078,31.091325759887695,27.848983764648438,27.24258804321289,0.6603708863258362,0.32029035687446594,0.012514473870396614,0.006824302952736616,,0
40030024.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030024.png,1,0,31.881826400756836,31.590091705322266,28.09975814819336,27.810691833496094,0.5596596598625183,0.41804713010787964,0.01274654921144247,0.009546688757836819,,0
40030028.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030028.png,1,0,31.769001007080078,31.527223587036133,28.280179977416992,27.94951820373535,0.5441563725471497,0.4272884130477905,0.01661682315170765,0.011938326060771942,,0
40030030.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030030.png,1,1,31.09516716003418,31.267452239990234,28.23418426513672,27.054420471191406,0.4419277608394623,0.5250174403190613,0.02528379112482071,0.007771007250994444,,0
40030037.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030037.png,1,0,31.4664363861084,30.863792419433594,27.297163009643555,27.28697967529297,0.6336601972579956,0.34684184193611145,0.009798599407076836,0.009699324145913124,,0
40020126.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020126.png,1,0,31.924346923828125,31.411230087280273,28.851818084716797,27.658267974853516,0.6027845740318298,0.3608430325984955,0.027911284938454628,0.008461114950478077,,0
40030033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030033.png,1,0,31.367496490478516,30.627315521240234,27.316570281982422,27.131635665893555,0.6627339720726013,0.31614235043525696,0.011535709723830223,0.009588005021214485,,0
40030002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030002.png,1,0,31.625144958496094,30.297199249267578,26.953523635864258,26.8804874420166,0.7793768644332886,0.20655135810375214,0.007292696740478277,0.006779051851481199,,0
40030048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030048.png,1,0,31.736055374145508,30.98963165283203,27.144271850585938,27.22841453552246,0.6687987446784973,0.3170499801635742,0.006778119131922722,0.007373129948973656,,0
40030042.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030042.png,1,0,31.357070922851562,30.640056610107422,27.35202980041504,26.97368049621582,0.65836501121521,0.3214188814163208,0.011997740715742111,0.00821834709495306,,0
40030050.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030050.png,1,0,31.584014892578125,31.12960433959961,27.581501007080078,28.091075897216797,0.5939995050430298,0.37708398699760437,0.010852164588868618,0.018064333125948906,,0
40030052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030052.png,1,0,32.091304779052734,31.144628524780273,27.37053108215332,27.358495712280273,0.7113698124885559,0.27603185176849365,0.006337083410471678,0.006261271890252829,,0
40030059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030059.png,1,0,32.28458786010742,31.421438217163086,28.219026565551758,28.106582641601562,0.6876094937324524,0.2900552749633789,0.011794811114668846,0.010540403425693512,,0
40030069.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030069.png,1,0,32.465057373046875,31.148677825927734,28.355594635009766,27.825117111206055,0.7726906538009644,0.20716160535812378,0.012684947811067104,0.007462858222424984,,0
40030070.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030070.png,1,0,31.885517120361328,31.131956100463867,28.11490249633789,27.481889724731445,0.6640290021896362,0.3125501275062561,0.015297834761440754,0.00812299083918333,,0
40030072.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030072.png,1,0,31.47687530517578,31.143409729003906,28.04093360900879,27.47783660888672,0.5659421682357788,0.40546172857284546,0.018220551311969757,0.010375562123954296,,0
40030088.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030088.png,1,0,32.03554916381836,31.190336227416992,28.1700496673584,27.809328079223633,0.6825817823410034,0.2931455969810486,0.014301764778792858,0.009970804676413536,,0
40030092.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030092.png,1,0,31.655174255371094,31.135671615600586,28.291221618652344,28.02768325805664,0.6038657426834106,0.3591891825199127,0.020892685279250145,0.01605243980884552,,0
40030100.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030100.png,1,0,31.246883392333984,31.08068084716797,27.447933197021484,27.109161376953125,0.5304397940635681,0.4492160379886627,0.01187881175428629,0.008465376682579517,,0
40030108.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030108.png,1,0,31.427988052368164,31.01014518737793,27.29540252685547,26.662612915039062,0.5941675901412964,0.3912389874458313,0.009531250223517418,0.0050621251575648785,,0
40030111.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030111.png,1,0,31.599273681640625,31.13957977294922,27.564207077026367,27.03274154663086,0.6025710701942444,0.38050973415374756,0.01065616961568594,0.006263088434934616,,0
40030113.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030113.png,1,0,32.10009765625,31.559974670410156,27.535602569580078,27.49131965637207,0.6238086223602295,0.3634786903858185,0.006497052498161793,0.006215621251612902,,0
40030114.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030114.png,1,0,32.27260971069336,31.583118438720703,27.722362518310547,27.7255802154541,0.6566011905670166,0.32950302958488464,0.006936723832041025,0.00695908023044467,,0
40030116.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030116.png,1,0,32.1909065246582,31.289731979370117,27.38718032836914,27.189210891723633,0.7037208676338196,0.28577569127082825,0.00576990470290184,0.004733600653707981,,0
40030130.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030130.png,1,0,31.041168212890625,30.23636245727539,26.79005241394043,26.494895935058594,0.6793340444564819,0.30378106236457825,0.009679374285042286,0.007205472327768803,,0
40030131.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030131.png,1,0,31.542593002319336,30.584144592285156,27.202856063842773,27.23235511779785,0.7092410922050476,0.27198508381843567,0.00924847461283207,0.009525359608232975,,0
40030142.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030142.png,1,0,31.000333786010742,29.782682418823242,26.746610641479492,26.82896614074707,0.7543943524360657,0.22324366867542267,0.010720868594944477,0.011641166172921658,,0
40030144.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030144.png,1,0,30.749534606933594,30.226648330688477,27.075593948364258,26.483430862426758,0.6126626133918762,0.36319074034690857,0.015547094866633415,0.008599556982517242,,0
40030148.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030148.png,1,0,30.979448318481445,30.52770233154297,27.46099281311035,27.01285743713379,0.5934369564056396,0.3777320384979248,0.017592549324035645,0.011238440871238708,,0
40030150.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030150.png,1,0,31.45943260192871,30.378145217895508,27.567302703857422,27.11590003967285,0.7285704016685486,0.24710093438625336,0.0148641811683774,0.009464534930884838,,0
40030160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030160.png,1,0,31.402009963989258,31.131521224975586,27.57652473449707,27.542049407958984,0.553745687007904,0.4225115478038788,0.012076002545654774,0.01166677474975586,,0
40030162.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030162.png,1,0,31.4920597076416,31.275800704956055,27.623382568359375,27.44512176513672,0.5423322319984436,0.4368630349636078,0.011327139101922512,0.009477691724896431,,0
