image_id,ground_truth,predicted,raw_answer
0101008.png,3,3,3
0101011.png,3,3,3
0101012.png,3,3,3
0101016.png,3,3,3
0101018.png,3,3,3
0101019.png,3,3,3
0101028.png,3,3,3
0101041.png,3,2,2
0101046.png,3,2,2
0101048.png,3,3,3
0101051.png,3,3,3
0101053.png,3,3,3
0101054.png,3,2,2
0101056.png,3,2,2
0101065.png,3,3,3
0101066.png,3,3,3
0101080.png,3,3,3
0102002.png,3,2,2
0102016.png,3,3,3
0102014.png,2,1,1
0102024.png,3,3,3
0102045.png,3,3,3
0102048.png,3,3,3
0102050.png,3,3,3
0103002.png,2,3,3
0103014.png,3,3,3
0103017.png,3,2,2
0103022.png,3,3,3
0103030.png,3,3,3
0103044.png,3,3,3
0104005.png,2,3,3
0104011.png,3,3,3
0104007.png,3,3,3
0104029.png,3,1,1
0104040.png,3,2,2
0104037.png,2,3,3
0104041.png,3,1,1
0104042.png,3,3,3
0105007.png,2,3,3
0105012.png,3,3,3
0105014.png,3,3,3
0105013.png,3,3,3
0105016.png,3,3,3
0105026.png,2,2,2
0105035.png,3,2,2
0105020.png,3,2,2
0105037.png,2,2,2
0106003.png,2,3,3
0106008.png,2,3,3
0106006.png,3,2,"I'm sorry, I can't assess the engagement level based on this image."
0106026.png,3,3,3
0106035.png,3,3,3
0106038.png,3,2,2
0106041.png,3,3,3
0107009.png,3,3,3
0107012.png,3,2,2
0107010.png,3,3,3
0107013.png,3,2,2
0107024.png,3,3,3
0107026.png,3,3,3
0107030.png,3,2,I'm unable to determine the classroom's engagement from this image.
0107027.png,3,3,3
0107037.png,3,3,3
0107041.png,3,2,2
0107042.png,3,2,2
0108015.png,3,3,3
0108031.png,3,3,3
0108020.png,3,2,2
0108032.png,3,3,3
0108035.png,3,3,3
0108040.png,3,3,3
0108046.png,3,2,2
0200008.png,3,2,2
0200014.png,3,2,2
0200021.png,3,3,3
0200025.png,3,2,2
0200034.png,3,2,2
0202002.png,3,3,3
0202004.png,3,3,3
0202007.png,3,2,2
0202025.png,3,3,3
0203003.png,3,3,3
0203004.png,3,2,2
0203008.png,3,3,3
0203016.png,3,3,3
0204003.png,3,3,3
0205007.png,3,2,2
0400002.png,3,3,3
0400003.png,3,2,2
0400012.png,3,3,3
0400021.png,3,3,3
0400022.png,3,3,3
0400024.png,3,3,3
0400027.png,3,3,3
0400026.png,3,3,3
0401001.png,3,3,3
0400034.png,3,3,3
0401009.png,3,3,3
0401005.png,2,3,3
0401019.png,3,3,3
0401026.png,3,3,3
0401027.png,3,3,3
0401021.png,3,3,3
0401028.png,3,3,3
0401049.png,2,2,2
0401040.png,3,3,3
0401054.png,3,3,3
0401055.png,3,3,3
0401070.png,3,3,3
0401074.png,3,2,2
0402012.png,3,2,2
0402013.png,2,3,3
0402017.png,3,3,3
0402022.png,3,3,3
0402025.png,3,3,3
0402030.png,3,3,3
0402033.png,2,2,2
0402036.png,3,3,3
0403006.png,3,3,3
0403013.png,3,3,3
0403020.png,3,3,3
0403022.png,3,3,3
0403035.png,3,3,3
0403037.png,3,3,3
0403038.png,3,2,2
0403040.png,3,3,3
0403043.png,3,2,2
0403052.png,2,2,2
0404001.png,3,2,2
0404016.png,3,2,2
0404023.png,3,3,3
0404033.png,3,3,3
0404029.png,2,2,2
0404035.png,3,3,3
0404041.png,3,2,2
0404043.png,3,3,3
0404047.png,2,2,2
0404050.png,3,2,2
06000014.png,3,3,3
06000017.png,3,3,3
06000018.png,3,3,3
06000022.png,3,3,3
06000024.png,3,2,2
06000028.png,3,3,3
06000053.png,3,3,3
06000063.png,3,3,3
06000074.png,3,2,2
06000077.png,3,3,3
06000088.png,3,3,3
06010025.png,3,2,2
06010028.png,3,3,3
06010030.png,3,3,3
06010032.png,3,3,3
06010031.png,3,2,2
06010037.png,3,2,2
0800002.png,3,3,3
0800004.png,3,2,2
0800005.png,3,3,3
0800007.png,3,3,3
0800009.png,3,3,3
0800024.png,3,3,3
0800025.png,3,3,3
0800028.png,3,3,3
0800031.png,3,3,3
0800035.png,3,3,3
0800036.png,3,3,3
1000005.png,3,3,3
1000011.png,3,3,3
1000014.png,3,3,3
1000021.png,3,3,3
1000026.png,3,2,2
1000018.png,3,2,2
1000027.png,2,2,2
1000041.png,2,3,3
1000047.png,3,3,3
1000049.png,3,3,3
1000053.png,2,2,2
1119001.png,3,3,3
1119011.png,3,3,3
1119015.png,3,3,3
1119018.png,3,3,3
1119023.png,3,2,2
1119033.png,3,3,3
1119041.png,3,3,3
1119057.png,3,3,3
1119058.png,3,3,3
1119059.png,3,3,3
1120017.png,3,3,3
1120024.png,3,2,2
1120028.png,3,3,3
1120037.png,3,3,3
1120041.png,3,2,2
1120061.png,3,3,3
1120063.png,3,3,3
1120064.png,3,3,3
1121005.png,3,3,3
1121006.png,3,3,3
1121009.png,3,3,3
1121020.png,3,3,3
1121013.png,3,2,2
1121022.png,3,3,3
1121029.png,3,3,3
1128007.png,3,3,3
1128023.png,3,3,3
1128032.png,3,3,3
1128026.png,3,3,3
1130002.png,3,3,3
1130014.png,3,3,3
1130021.png,3,3,3
1130030.png,2,2,2
1130060.png,3,2,2
1180028.png,3,3,3
1180030.png,3,3,3
1180036.png,3,3,3
1180032.png,3,3,3
1180037.png,3,3,3
1180042.png,3,2,2
1180047.png,3,3,3
1180048.png,3,2,2
1243003.png,3,3,3
1243008.png,3,3,3
1243010.png,2,3,3
1243011.png,3,3,3
1243012.png,3,3,3
1243015.png,3,3,3
1243021.png,3,2,2
1243028.png,3,3,3
1243032.png,3,3,3
1246027.png,3,3,3
1246029.png,3,2,2
1246034.png,3,3,3
1246039.png,3,2,2
1246048.png,3,3,3
1246040.png,2,2,2
1246050.png,3,3,3
1249003.png,3,3,3
1249010.png,3,3,3
1249012.png,2,2,2
1249022.png,3,3,3
1249023.png,3,3,3
1249042.png,3,3,3
1249043.png,3,2,2
1249052.png,3,3,3
1249063.png,3,3,3
1249054.png,3,3,3
1249068.png,3,3,3
1252006.png,3,2,2
1252007.png,2,2,2
1252035.png,3,3,3
1252031.png,3,2,2
1253001.png,3,2,2
1253034.png,3,2,2
1253044.png,3,2,2
1253052.png,3,2,2
1254012.png,3,3,3
1254013.png,3,3,3
1254015.png,3,3,3
1254016.png,3,3,3
1254026.png,3,3,3
1254022.png,3,3,3
1254032.png,3,3,3
1255004.png,3,3,3
1255007.png,2,2,2
1255009.png,2,2,2
1256001.png,2,3,3
1256028.png,2,2,2
1256039.png,3,3,3
1256044.png,3,3,3
1256057.png,3,3,3
1256058.png,3,3,3
1257001.png,3,3,3
1257004.png,3,3,3
1257006.png,2,2,2
1257011.png,3,3,3
1257016.png,3,3,3
1257020.png,3,3,3
1257022.png,2,3,3
1257028.png,3,3,3
1257033.png,3,3,3
1257031.png,3,2,2
1257034.png,3,3,3
1262004.png,3,3,3
1262011.png,3,3,3
1262012.png,3,3,3
1262013.png,3,3,3
1262031.png,2,3,3
1262025.png,2,1,1
1265001.png,3,2,2
1265003.png,2,2,2
1265019.png,3,3,3
1265033.png,3,3,3
1265043.png,3,3,3
1265052.png,3,3,3
1265054.png,3,3,3
1265055.png,3,3,3
1265066.png,3,3,3
1265058.png,3,2,2
1265067.png,3,3,3
1265069.png,3,2,2
1265070.png,3,2,2
1265071.png,3,2,2
1265073.png,3,3,3
1265074.png,2,3,3
1265083.png,2,2,2
1265099.png,3,2,2
1265106.png,3,2,2
1265109.png,3,3,3
1266010.png,3,3,3
1266011.png,3,3,3
1266002.png,3,2,2
1266015.png,3,3,3
1266028.png,3,3,3
1266051.png,2,3,3
1266045.png,3,3,3
1266056.png,3,3,3
1266053.png,3,3,3
1267008.png,3,3,3
1267014.png,3,3,3
1267002.png,3,3,3
1267010.png,2,3,3
1267059.png,3,3,3
1267080.png,3,3,3
1267063.png,3,3,3
1267112.png,3,2,2
1270008.png,3,3,3
1267128.png,2,3,3
1270011.png,3,3,3
1270019.png,3,3,3
1270044.png,3,3,3
1270048.png,3,3,3
1270049.png,3,2,2
1270052.png,3,3,3
1270055.png,2,3,3
1270058.png,3,3,3
1270076.png,3,3,3
1270063.png,3,3,3
1270079.png,3,3,3
1270086.png,3,3,3
1270095.png,3,3,3
1274007.png,3,2,2
1270082.png,3,3,3
1274010.png,2,2,2
1274029.png,3,3,3
1274033.png,3,3,3
1274047.png,2,3,3
1274032.png,2,3,3
1274051.png,2,2,2
1276007.png,3,2,2
1276009.png,3,3,3
1276011.png,3,2,2
1276018.png,3,3,3
1276030.png,2,3,3
1276028.png,3,3,3
1281003.png,3,3,3
1281013.png,2,1,1
1281035.png,3,3,3
1281028.png,3,3,3
1281036.png,3,2,2
1281040.png,3,3,3
1281044.png,3,3,3
1281047.png,3,3,3
1281048.png,3,2,2
1283004.png,3,2,2
1283015.png,3,3,3
1283016.png,3,3,3
1283018.png,3,3,3
1283020.png,3,3,3
1283026.png,3,3,3
1283028.png,3,2,2
1283033.png,3,3,3
1283035.png,3,3,3
1283040.png,3,3,3
1283039.png,3,3,3
1283051.png,2,2,2
1283043.png,3,2,2
1290003.png,3,3,3
1290006.png,2,2,2
1290007.png,3,2,2
1290013.png,3,3,3
1290017.png,3,3,3
1290019.png,3,3,3
1292015.png,3,3,3
1292011.png,2,2,2
1292017.png,3,3,3
1294005.png,3,3,3
1294013.png,3,3,3
1296001.png,3,3,3
1296002.png,2,3,3
1296008.png,2,3,3
1296009.png,2,3,3
1296013.png,3,2,2
1296015.png,3,2,2
1296026.png,3,2,2
1296028.png,3,3,3
1296033.png,3,3,3
1296032.png,3,3,3
1296036.png,3,2,2
1297001.png,3,2,2
1297003.png,3,3,3
1297004.png,3,2,2
1297011.png,3,2,2
1297016.png,3,2,2
1297030.png,3,3,3
1297032.png,3,3,3
1297035.png,3,3,3
1298008.png,3,2,2
1298014.png,3,2,2
1298032.png,3,2,2
1298039.png,3,3,3
1298041.png,3,3,3
1298051.png,3,3,3
1298058.png,3,3,3
1298059.png,3,3,3
1301003.png,2,3,3
1301006.png,3,3,3
1301015.png,3,3,3
1301022.png,3,2,2
1302006.png,3,3,3
1302018.png,3,3,3
1303003.png,3,2,2
1303006.png,3,3,3
1303008.png,3,3,3
1303016.png,3,3,3
1303017.png,3,3,3
1303031.png,3,3,3
1304005.png,2,2,2
1304013.png,2,3,3
1304011.png,3,3,3
1304019.png,3,2,2
1304022.png,3,3,3
1305022.png,3,3,3
1307005.png,3,3,3
1305009.png,3,3,3
1309022.png,2,2,2
1309037.png,3,3,3
1310003.png,3,3,3
1310004.png,3,3,3
1310007.png,3,3,3
1310012.png,2,2,2
1310017.png,3,3,3
1310023.png,3,2,2
1311017.png,3,3,3
1311023.png,3,3,3
1312024.png,3,3,3
1312025.png,3,3,3
1312026.png,3,2,2
1312037.png,3,2,2
1313021.png,3,3,3
1313018.png,3,3,3
1313023.png,3,2,2
1313024.png,3,3,3
1313032.png,3,3,3
1313036.png,3,2,2
1313038.png,3,3,3
1313039.png,3,3,3
1313041.png,3,2,2
1313047.png,3,3,3
1313050.png,3,3,3
1314006.png,3,3,3
1314010.png,3,3,3
1314021.png,3,2,2
1314027.png,3,3,3
1314044.png,3,3,3
1314052.png,3,3,3
1314046.png,3,3,3
1314054.png,3,3,3
1314055.png,3,3,3
1315002.png,3,3,3
13160019.png,3,3,3
13160017.png,3,3,3
13160025.png,3,3,3
13160037.png,3,3,3
13160042.png,3,3,3
1317015.png,3,3,3
1317028.png,3,3,3
1317045.png,3,3,3
1318012.png,3,3,3
1318013.png,3,3,3
1318026.png,3,2,2
1319002.png,3,3,3
1319003.png,2,2,2
1319006.png,3,3,3
1319007.png,3,3,3
1319008.png,3,3,3
1319022.png,3,2,2
1319029.png,3,3,3
1320014.png,3,3,3
1320016.png,3,3,3
1320023.png,3,3,3
1320024.png,3,3,3
1320030.png,3,3,3
1320032.png,3,3,3
1320039.png,3,3,3
1320047.png,3,3,3
1320062.png,2,3,3
13210004.png,2,3,3
13210005.png,2,3,3
13210012.png,3,3,3
13210018.png,3,2,2
13210031.png,2,3,3
13210038.png,3,3,3
13210039.png,3,3,3
13210040.png,3,3,3
1322001.png,3,3,3
1322004.png,3,2,2
1322006.png,2,2,2
1322014.png,2,3,3
1322009.png,3,3,3
1322025.png,3,3,3
1322033.png,3,3,3
1322021.png,3,3,3
1325002.png,3,2,2
1325003.png,3,2,2
1325005.png,2,2,2
1325006.png,2,2,2
1325025.png,3,3,3
1325030.png,3,3,3
1325031.png,3,3,3
1325034.png,3,3,3
1325038.png,3,3,3
1325047.png,3,3,3
1325053.png,3,3,3
1329015.png,3,3,3
1329024.png,3,3,3
1330016.png,3,2,2
1330037.png,3,3,3
1330041.png,2,3,3
1330044.png,3,3,3
1330048.png,3,3,3
1331001.png,3,3,3
1331003.png,3,2,2
1331018.png,3,2,2
1331022.png,3,3,3
1331034.png,2,2,2
1331044.png,3,2,2
1332001.png,2,2,2
1332007.png,3,2,2
1332009.png,3,3,3
1332015.png,3,3,3
1332016.png,3,3,3
1332029.png,3,2,2
1332030.png,3,2,2
1332034.png,3,3,3
1332036.png,3,2,2
1332049.png,3,3,3
1332040.png,3,2,2
1333035.png,3,2,2
1333038.png,3,2,2
1333045.png,3,3,3
1333048.png,3,3,3
1333050.png,3,3,3
1335003.png,2,2,2
1335004.png,3,3,3
1335010.png,3,3,3
1335017.png,3,2,2
1340003.png,3,2,2
1335020.png,3,3,3
1340005.png,3,2,2
1340007.png,3,3,3
1340010.png,3,2,2
1340012.png,2,3,3
1340013.png,3,3,3
1340018.png,2,2,2
1340019.png,3,2,2
1358005.png,3,3,3
1358006.png,2,3,3
1358011.png,2,2,2
1358019.png,3,3,3
1358020.png,3,3,3
1363012.png,2,3,3
1363017.png,3,3,3
1363018.png,3,3,3
1363025.png,3,3,3
1363032.png,3,3,3
1363041.png,3,3,3
1363034.png,3,3,3
1367001.png,2,2,2
1367003.png,3,3,3
1367006.png,2,2,2
1379041.png,2,2,2
1379035.png,2,2,2
1395005.png,2,2,2
1395008.png,2,2,2
1399008.png,2,1,1
1395010.png,2,2,2
1399009.png,2,2,2
1399010.png,2,2,2
1399026.png,2,2,2
1399027.png,2,2,2
1424001.png,2,2,2
1424002.png,2,2,2
1424036.png,2,2,2
1427005.png,2,2,2
1429002.png,2,2,2
1429021.png,2,2,2
1429022.png,2,2,2
1429024.png,2,2,2
1429026.png,2,2,2
1429029.png,2,2,2
1429033.png,2,2,2
1429035.png,2,1,1
1431001.png,2,2,2
1431004.png,2,2,2
1431010.png,2,2,2
1431013.png,2,2,2
1431015.png,2,2,2
1433002.png,2,2,2
1433005.png,2,1,1
1433010.png,2,2,2
1433011.png,2,2,2
1433016.png,2,1,1
2110008.png,3,2,2
2110014.png,2,3,3
2110017.png,3,2,2
2110038.png,3,3,3
3000002.png,3,3,3
3000003.png,2,3,3
3000009.png,2,2,2
3000008.png,2,2,2
3000010.png,2,2,2
3000014.png,2,2,2
3000021.png,3,2,2
3000022.png,3,3,3
3000023.png,2,2,2
3000025.png,2,2,2
3000030.png,2,2,2
3000032.png,2,3,3
3000035.png,2,2,2
3000039.png,2,2,2
3000056.png,2,2,2
3000068.png,2,2,2
3000080.png,3,3,3
3000082.png,2,1,1
3000084.png,3,2,2
3000087.png,2,2,2
3000090.png,2,2,2
3000102.png,2,2,2
3000105.png,2,1,1
3000108.png,2,2,2
3000112.png,2,2,2
3000115.png,2,2,2
3000125.png,2,2,2
3000128.png,2,2,2
3000136.png,2,2,2
3000141.png,2,2,2
3000147.png,2,2,2
3000170.png,2,3,3
3000184.png,2,2,2
3000187.png,2,2,2
3000188.png,2,2,2
3000192.png,2,2,2
3000198.png,2,2,2
3000199.png,2,2,2
3000202.png,2,2,2
3000205.png,3,2,2
3000239.png,2,2,2
3000250.png,2,2,2
3001002.png,3,3,3
3001001.png,3,3,3
3001014.png,2,2,2
3001020.png,2,2,2
3001025.png,3,2,2
3001023.png,3,3,3
3001026.png,3,3,3
3001032.png,3,3,3
3001033.png,3,3,3
3001036.png,3,3,3
3001038.png,3,3,3
3001049.png,3,3,3
3001053.png,3,2,2
3001056.png,3,3,3
3001070.png,3,3,3
3001080.png,3,3,3
3001083.png,3,2,2
3001085.png,3,3,3
3001097.png,3,3,3
3001101.png,3,2,2
3001103.png,3,3,3
3001109.png,3,3,3
3001110.png,3,3,3
3001124.png,2,3,3
3001125.png,2,3,3
3001131.png,2,2,2
3001136.png,2,2,2
3001158.png,2,2,2
3001159.png,2,2,2
3001160.png,2,2,2
3001167.png,2,2,2
3001169.png,2,2,2
3001176.png,2,2,2
3001180.png,2,2,2
3001185.png,2,2,2
3001189.png,3,3,3
3001192.png,2,2,2
3001190.png,3,3,3
3001195.png,2,2,2
3001196.png,2,2,2
3001204.png,3,3,3
3001207.png,2,2,2
3001210.png,2,2,2
3001222.png,2,2,2
3001224.png,2,2,2
3001241.png,2,2,2
3001244.png,2,1,1
3001251.png,2,2,2
3001255.png,2,3,3
3001260.png,2,2,2
3001264.png,2,1,1
3001267.png,2,2,2
3001268.png,2,1,1
3001270.png,3,3,3
3001274.png,2,2,2
3001293.png,2,3,3
3001295.png,2,2,2
3001294.png,2,2,2
3001306.png,2,2,2
3001324.png,2,2,2
3001333.png,2,2,2
3001334.png,2,2,2
3001337.png,2,2,2
3001341.png,2,2,2
3001343.png,2,2,2
3001348.png,2,2,2
3001354.png,2,3,3
3001359.png,2,2,2
3001362.png,2,2,2
3001366.png,3,1,1
3001375.png,2,2,2
3001377.png,2,2,2
3001382.png,2,2,2
3001383.png,2,2,2
3001385.png,2,2,2
3001389.png,2,2,2
3001387.png,2,1,1
3001393.png,2,2,2
3002005.png,2,2,2
3002008.png,2,2,2
3002009.png,2,2,2
3002010.png,2,2,2
3002018.png,3,3,3
3002033.png,2,2,2
3002034.png,2,2,2
3002037.png,2,2,2
3002043.png,2,3,3
3002044.png,2,2,2
3002045.png,2,2,2
3002055.png,2,2,2
3002059.png,2,3,3
3002060.png,2,2,2
3002063.png,2,2,2
3002066.png,2,3,3
3002069.png,2,2,2
3002071.png,3,2,2
3002079.png,2,2,2
3002083.png,3,2,2
3002106.png,2,2,2
3002107.png,2,2,2
3002108.png,2,2,2
3002118.png,3,2,2
3002123.png,2,2,2
3002125.png,2,2,2
3002126.png,2,2,2
3002128.png,2,2,2
3002133.png,2,2,2
3002135.png,2,2,2
3002140.png,2,2,2
3002156.png,2,2,2
3002157.png,2,2,2
3002165.png,2,2,2
3002173.png,2,2,2
3002177.png,2,1,1
3002198.png,2,2,2
3002189.png,2,2,2
3002236.png,2,2,2
3002209.png,2,2,2
3002238.png,2,1,1
3002245.png,3,3,3
3002248.png,2,1,1
3003003.png,3,3,3
3003006.png,3,3,3
3003007.png,3,2,2
3003018.png,2,2,2
3003021.png,2,2,2
3003030.png,2,2,2
3003036.png,2,1,1
3003048.png,3,3,3
3003053.png,3,3,3
3003059.png,3,3,3
3003067.png,3,3,3
3003069.png,3,3,3
3003077.png,3,3,3
3003079.png,2,3,3
3003082.png,3,2,2
3003083.png,2,2,2
3003087.png,3,3,3
3003091.png,3,3,3
3003095.png,3,2,2
3003098.png,3,3,3
3003102.png,2,2,2
3003110.png,3,3,3
3003139.png,3,3,3
3003140.png,3,3,3
3003141.png,2,2,2
3003158.png,2,2,2
3003162.png,3,2,2
3003167.png,3,3,3
3004001.png,3,3,3
3004003.png,2,2,2
3004012.png,3,3,3
3004010.png,2,2,2
3004028.png,3,2,2
3004032.png,3,3,3
3004015.png,2,2,2
3004034.png,3,3,3
3004035.png,2,2,2
3004036.png,3,3,3
3004041.png,2,2,2
3004047.png,2,2,2
3004073.png,2,2,2
3004077.png,2,2,2
3004078.png,2,2,2
3004079.png,2,2,2
3004084.png,2,2,2
3004085.png,2,2,2
3004088.png,2,2,2
3004090.png,2,1,1
3004092.png,2,1,1
3004094.png,2,2,2
3004099.png,2,2,2
3004110.png,2,2,2
3004113.png,2,2,2
3004114.png,2,2,2
3004115.png,2,1,1
3004116.png,2,2,2
3004134.png,2,2,2
3004136.png,2,2,2
3004138.png,2,2,2
3004144.png,2,1,1
3004151.png,2,2,2
3004152.png,2,1,1
3004160.png,2,2,2
3004181.png,2,2,2
3004188.png,2,2,2
3004190.png,2,2,2
3004213.png,2,2,2
3005002.png,2,2,2
3005006.png,2,2,2
3005010.png,2,2,2
3005013.png,2,2,2
3005018.png,2,2,2
3005014.png,2,2,2
3005021.png,2,2,2
3005023.png,2,2,2
3005024.png,2,2,2
3005029.png,2,2,2
3005033.png,2,2,2
3005034.png,2,3,3
3005037.png,2,2,2
3005040.png,2,3,3
3005049.png,2,2,2
3005055.png,2,2,2
3005067.png,2,2,2
3005078.png,2,2,2
3005079.png,2,2,2
3005096.png,2,1,1
3005101.png,2,2,2
3005107.png,2,2,2
3005118.png,2,2,2
3005127.png,2,2,2
3005140.png,3,3,3
3005139.png,2,2,2
3005164.png,2,2,2
3005168.png,2,2,2
3005188.png,2,2,2
3005195.png,2,2,2
3005221.png,2,2,2
3005215.png,2,1,1
3005224.png,2,2,2
