index,image_id,image_path,ground_truth,predicted,raw_answer,stderr,returncode
63,40020164.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020164.png,1,0,0,,0
64,40020177.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020177.png,0,0,0,,0
65,40020202.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020202.png,0,0,0,,0
66,40020194.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020194.png,0,0,0,,0
67,40020203.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020203.png,0,0,0,,0
68,40020210.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020210.png,0,0,0,,0
69,40020215.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020215.png,1,0,0,,0
70,40020216.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020216.png,0,0,0,,0
71,40020218.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020218.png,0,0,0,,0
72,40030006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030006.png,1,0,0,,0
73,40020160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020160.png,1,0,0,,0
74,40020208.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020208.png,0,0,0,,0
75,40020217.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020217.png,0,0,0,,0
76,40020221.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020221.png,0,0,0,,0
77,40020158.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020158.png,1,0,0,,0
78,40030020.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030020.png,1,0,0,,0
79,40030024.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030024.png,1,0,0,,0
80,40030028.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030028.png,1,0,0,,0
81,40030030.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030030.png,1,0,0,,0
82,40030037.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030037.png,1,0,0,,0
83,40020126.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020126.png,1,0,0,,0
84,40030033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030033.png,1,0,0,,0
85,40030002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030002.png,1,0,0,,0
86,40030048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030048.png,1,0,0,,0
87,40030042.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030042.png,1,0,0,,0
88,40030050.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030050.png,1,0,0,,0
89,40030052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030052.png,1,0,0,,0
90,40030059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030059.png,1,0,0,,0
91,40030069.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030069.png,1,0,0,,0
92,40030070.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030070.png,1,0,0,,0
93,40030072.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030072.png,1,0,0,,0
94,40030088.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030088.png,1,0,0,,0
95,40030092.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030092.png,1,0,0,,0
96,40030100.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030100.png,1,0,0,,0
97,40030108.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030108.png,1,0,0,,0
98,40030111.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030111.png,1,0,0,,0
99,40030113.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030113.png,1,0,0,,0
100,40030114.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030114.png,1,0,0,,0
101,40030116.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030116.png,1,0,0,,0
102,40030130.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030130.png,1,0,0,,0
103,40030131.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030131.png,1,0,0,,0
104,40030142.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030142.png,1,0,0,,0
105,40030144.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030144.png,1,2,2,,0
106,40030148.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030148.png,1,0,0,,0
107,40030150.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030150.png,1,0,0,,0
108,40030160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030160.png,1,0,0,,0
109,40030162.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030162.png,1,0,0,,0
110,40030157.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030157.png,1,0,0,,0
111,40030165.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030165.png,1,2,2,,0
112,40030169.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030169.png,1,0,0,,0
113,40030172.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030172.png,1,2,2,,0
114,40030168.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030168.png,1,0,0,,0
115,40030177.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030177.png,1,2,2,,0
116,40030176.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030176.png,1,0,0,,0
117,40030184.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030184.png,2,0,0,,0
118,40030185.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030185.png,2,0,0,,0
119,40030187.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030187.png,1,0,0,,0
120,40030193.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030193.png,1,0,0,,0
121,40030200.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030200.png,1,0,0,,0
122,40030202.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030202.png,1,0,0,,0
123,40030209.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030209.png,1,0,0,,0
124,40030212.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030212.png,1,0,0,,0
125,40030217.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030217.png,1,0,0,,0
126,40030222.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030222.png,1,0,0,,0
127,40030233.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030233.png,1,0,0,,0
128,40030239.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030239.png,1,0,0,,0
129,40030245.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030245.png,1,0,0,,0
130,40030246.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030246.png,1,0,0,,0
131,40030254.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030254.png,1,0,0,,0
132,40030255.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030255.png,1,0,0,,0
133,40030256.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030256.png,1,0,0,,0
134,40030259.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030259.png,1,0,0,,0
135,40030257.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030257.png,1,0,0,,0
136,40030268.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030268.png,1,2,2,,0
137,40030274.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030274.png,1,0,0,,0
138,40030283.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030283.png,1,0,0,,0
139,40030289.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030289.png,1,0,0,,0
140,40030291.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030291.png,1,0,0,,0
141,40030295.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030295.png,1,0,0,,0
142,0001001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001001.png,3,3,3,,0
143,0001002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001002.png,3,3,3,,0
144,0001007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001007.png,3,0,0,,0
145,0001009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001009.png,3,3,3,,0
146,0001027.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001027.png,3,0,0,,0
147,0001028.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001028.png,3,0,0,,0
148,0001030.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001030.png,3,3,3,,0
149,0001040.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001040.png,3,0,0,,0
150,0001031.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001031.png,3,0,0,,0
151,0001048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001048.png,3,3,3,,0
152,0001041.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001041.png,3,2,2,,0
153,0001052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001052.png,2,0,0,,0
154,0001058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001058.png,3,0,0,,0
155,0001060.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001060.png,3,3,3,,0
156,0001059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001059.png,2,3,3,,0
157,0001063.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001063.png,3,0,0,,0
158,0001066.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001066.png,2,0,0,,0
159,0001068.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001068.png,3,3,3,,0
160,0001069.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001069.png,3,0,0,,0
161,0001078.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001078.png,3,3,3,,0
162,0001086.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001086.png,3,3,3,,0
163,0001087.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001087.png,3,0,0,,0
164,0002007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002007.png,3,3,3,,0
165,0002009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002009.png,3,0,0,,0
166,0002017.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002017.png,3,0,0,,0
167,0002022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002022.png,3,0,0,,0
168,0002018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002018.png,3,0,0,,0
169,0002025.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002025.png,2,0,0,,0
170,0002029.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002029.png,3,3,3,,0
171,0002034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002034.png,3,3,3,,0
172,0002036.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002036.png,3,0,0,,0
173,0002041.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002041.png,3,2,2,,0
174,0002043.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002043.png,3,2,2,,0
175,0002044.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002044.png,3,3,3,,0
176,0002045.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002045.png,2,2,2,,0
177,0002052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002052.png,3,0,0,,0
178,0002053.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002053.png,3,3,3,,0
179,0002059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002059.png,3,3,3,,0
180,0002075.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002075.png,3,3,3,,0
181,0002074.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002074.png,3,0,0,,0
182,00030001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030001.png,2,2,2,,0
183,00030005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030005.png,3,0,0,,0
184,00030010.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030010.png,3,0,0,,0
185,00030018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030018.png,3,0,0,,0
186,00030014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030014.png,3,0,0,,0
187,00030019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030019.png,3,0,0,,0
188,00030020.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030020.png,2,3,3,,0
189,0006003.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006003.png,3,3,3,,0
190,0006011.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006011.png,3,0,0,,0
191,0006015.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006015.png,3,3,3,,0
192,0006019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006019.png,3,0,0,,0
193,0006021.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006021.png,3,3,3,,0
194,0008005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008005.png,2,3,3,,0
195,0008007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008007.png,3,3,3,,0
196,0008009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008009.png,3,3,3,,0
197,0008019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008019.png,3,3,3,,0
198,0008022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008022.png,3,3,3,,0
199,0008033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008033.png,3,3,3,,0
200,0008034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008034.png,3,3,3,,0
201,0009008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009008.png,2,2,2,,0
202,0009005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009005.png,2,2,2,,0
203,0009012.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009012.png,2,0,0,,0
204,0009013.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009013.png,2,2,2,,0
205,0009014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009014.png,2,2,2,,0
206,0009022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009022.png,2,0,0,,0
207,0009031.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009031.png,2,2,2,,0
208,0009036.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009036.png,2,0,0,,0
209,0009040.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009040.png,2,2,2,,0
210,0009047.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009047.png,2,0,0,,0
211,0009048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009048.png,2,0,0,,0
212,0011006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011006.png,2,2,2,,0
213,0011008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011008.png,3,3,3,,0
214,0011032.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011032.png,2,0,0,,0
215,0011026.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011026.png,2,2,2,,0
216,0011033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011033.png,2,2,2,,0
217,0012001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012001.png,2,0,0,,0
218,0012004.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012004.png,2,2,2,,0
219,0012014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012014.png,2,2,2,,0
220,0013006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013006.png,2,0,0,,0
221,0013008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013008.png,2,0,0,,0
222,0013016.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013016.png,2,2,2,,0
223,0014010.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014010.png,2,2,2,,0
