image_id,image_path,ground_truth,predicted,raw_answer,stderr,returncode
40010135.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010135.png,1,2,2,,0
40020002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020002.png,1,2,2,,0
40020003.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020003.png,1,2,2,,0
40020019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020019.png,1,2,2,,0
40020021.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020021.png,1,2,2,,0
40020022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020022.png,1,2,2,,0
40020026.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020026.png,1,2,2,,0
40020034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020034.png,1,2,2,,0
40020044.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020044.png,1,2,2,,0
40020045.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020045.png,1,2,2,,0
40020046.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020046.png,1,2,2,,0
40020049.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020049.png,1,2,2,,0
40020050.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020050.png,0,2,2,,0
40020058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020058.png,1,2,2,,0
40020077.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020077.png,0,2,2,,0
40020078.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020078.png,0,2,2,,0
40020083.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020083.png,0,2,2,,0
40020073.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020073.png,0,2,2,,0
40020097.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020097.png,0,2,2,,0
40020086.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020086.png,0,2,2,,0
40020103.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020103.png,0,2,2,,0
40020105.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020105.png,0,2,2,,0
40020110.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020110.png,0,2,2,,0
40020122.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020122.png,1,2,2,,0
40020141.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020141.png,1,2,2,,0
40020148.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020148.png,1,2,2,,0
40020150.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020150.png,1,2,2,,0
40020119.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020119.png,1,2,2,,0
40020144.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020144.png,1,2,2,,0
40020153.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020153.png,1,2,2,,0
40020061.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020061.png,1,2,2,,0
40020167.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020167.png,0,2,2,,0
40020168.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020168.png,1,2,2,,0
40020174.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020174.png,0,2,2,,0
40020170.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020170.png,1,2,2,,0
40020182.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020182.png,1,2,2,,0
40020156.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020156.png,1,2,2,,0
40020164.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020164.png,1,2,2,,0
40020177.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020177.png,0,2,2,,0
40020202.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020202.png,0,2,2,,0
40020194.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020194.png,0,2,2,,0
40020203.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020203.png,0,2,2,,0
40020210.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020210.png,0,2,2,,0
40020215.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020215.png,1,2,2,,0
40020216.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020216.png,0,2,2,,0
40020218.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020218.png,0,2,2,,0
40030006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030006.png,1,2,2,,0
40020160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020160.png,1,2,2,,0
40020208.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020208.png,0,2,2,,0
40020217.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020217.png,0,2,2,,0
40020221.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020221.png,0,2,2,,0
40020158.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020158.png,1,2,2,,0
40030020.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030020.png,1,2,2,,0
40030024.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030024.png,1,2,2,,0
40030028.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030028.png,1,2,2,,0
40030030.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030030.png,1,2,2,,0
40030037.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030037.png,1,2,2,,0
40020126.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40020126.png,1,2,2,,0
40030033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030033.png,1,2,2,,0
40030002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030002.png,1,2,2,,0
40030048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030048.png,1,2,2,,0
40030042.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030042.png,1,2,2,,0
40030050.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030050.png,1,2,2,,0
40030052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030052.png,1,2,2,,0
40030059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030059.png,1,2,2,,0
40030069.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030069.png,1,2,2,,0
40030070.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030070.png,1,2,2,,0
40030072.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030072.png,1,2,2,,0
40030088.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030088.png,1,2,2,,0
40030092.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030092.png,1,2,2,,0
40030100.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030100.png,1,2,2,,0
40030108.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030108.png,1,2,2,,0
40030111.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030111.png,1,2,2,,0
40030113.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030113.png,1,2,2,,0
40030114.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030114.png,1,2,2,,0
40030116.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030116.png,1,2,2,,0
40030130.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030130.png,1,2,2,,0
40030131.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030131.png,1,2,2,,0
40030142.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030142.png,1,2,2,,0
40030144.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030144.png,1,2,2,,0
40030148.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030148.png,1,2,2,,0
40030150.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030150.png,1,2,2,,0
40030160.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030160.png,1,2,2,,0
40030162.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030162.png,1,2,2,,0
40030157.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030157.png,1,2,2,,0
40030165.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030165.png,1,2,2,,0
40030169.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030169.png,1,2,2,,0
40030172.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030172.png,1,2,2,,0
40030168.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030168.png,1,2,2,,0
40030177.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030177.png,1,2,2,,0
40030176.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030176.png,1,2,2,,0
40030184.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030184.png,2,2,2,,0
40030185.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030185.png,2,2,2,,0
40030187.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030187.png,1,2,2,,0
40030193.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030193.png,1,2,2,,0
40030200.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030200.png,1,2,2,,0
40030202.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030202.png,1,2,2,,0
40030209.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030209.png,1,2,2,,0
40030212.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030212.png,1,2,2,,0
40030217.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030217.png,1,2,2,,0
40030222.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030222.png,1,2,2,,0
40030233.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030233.png,1,2,2,,0
40030239.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030239.png,1,2,2,,0
40030245.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030245.png,1,2,2,,0
40030246.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030246.png,1,2,2,,0
40030254.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030254.png,1,2,2,,0
40030255.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030255.png,1,2,2,,0
40030256.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030256.png,1,2,2,,0
40030259.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030259.png,1,2,2,,0
40030257.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030257.png,1,2,2,,0
40030268.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030268.png,1,2,2,,0
40030274.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030274.png,1,2,2,,0
40030283.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030283.png,1,2,2,,0
40030289.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030289.png,1,2,2,,0
40030291.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030291.png,1,2,2,,0
40030295.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40030295.png,1,2,2,,0
0001001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001001.png,3,2,2,,0
0001002.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001002.png,3,2,2,,0
0001007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001007.png,3,2,2,,0
0001009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001009.png,3,2,2,,0
0001027.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001027.png,3,2,4,,0
0001028.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001028.png,3,2,2,,0
0001030.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001030.png,3,2,4,,0
0001040.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001040.png,3,2,2,,0
0001031.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001031.png,3,2,2,,0
0001048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001048.png,3,2,4,,0
0001041.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001041.png,3,2,2,,0
0001052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001052.png,2,2,2,,0
0001058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001058.png,3,2,2,,0
0001060.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001060.png,3,2,4,,0
0001059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001059.png,2,2,4,,0
0001063.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001063.png,3,2,4,,0
0001066.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001066.png,2,2,2,,0
0001068.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001068.png,3,2,2,,0
0001069.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001069.png,3,2,2,,0
0001078.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001078.png,3,2,2,,0
0001086.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001086.png,3,2,2,,0
0001087.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0001087.png,3,2,4,,0
0002007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002007.png,3,2,2,,0
0002009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002009.png,3,2,2,,0
0002017.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002017.png,3,2,2,,0
0002022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002022.png,3,2,2,,0
0002018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002018.png,3,2,2,,0
0002025.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002025.png,2,2,2,,0
0002029.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002029.png,3,2,4,,0
0002034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002034.png,3,2,2,,0
0002036.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002036.png,3,2,2,,0
0002041.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002041.png,3,2,2,,0
0002043.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002043.png,3,2,2,,0
0002044.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002044.png,3,2,2,,0
0002045.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002045.png,2,2,2,,0
0002052.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002052.png,3,2,2,,0
0002053.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002053.png,3,2,2,,0
0002059.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002059.png,3,2,4,,0
0002075.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002075.png,3,2,2,,0
0002074.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0002074.png,3,2,4,,0
00030001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030001.png,2,2,2,,0
00030005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030005.png,3,2,2,,0
00030010.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030010.png,3,2,2,,0
00030018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030018.png,3,2,2,,0
00030014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030014.png,3,2,2,,0
00030019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030019.png,3,2,2,,0
00030020.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/00030020.png,2,2,2,,0
0006003.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006003.png,3,2,2,,0
0006011.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006011.png,3,2,2,,0
0006015.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006015.png,3,2,2,,0
0006019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006019.png,3,2,2,,0
0006021.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0006021.png,3,2,2,,0
0008005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008005.png,2,2,4,,0
0008007.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008007.png,3,2,2,,0
0008009.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008009.png,3,2,2,,0
0008019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008019.png,3,2,2,,0
0008022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008022.png,3,2,4,,0
0008033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008033.png,3,2,2,,0
0008034.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0008034.png,3,2,2,,0
0009008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009008.png,2,2,2,,0
0009005.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009005.png,2,2,2,,0
0009012.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009012.png,2,2,2,,0
0009013.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009013.png,2,2,2,,0
0009014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009014.png,2,2,2,,0
0009022.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009022.png,2,2,2,,0
0009031.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009031.png,2,2,2,,0
0009036.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009036.png,2,2,2,,0
0009040.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009040.png,2,2,2,,0
0009047.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009047.png,2,2,2,,0
0009048.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0009048.png,2,2,2,,0
0011006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011006.png,2,2,2,,0
0011008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011008.png,3,2,2,,0
0011032.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011032.png,2,2,2,,0
0011026.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011026.png,2,2,2,,0
0011033.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0011033.png,2,2,2,,0
0012001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012001.png,2,2,4,,0
0012004.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012004.png,2,2,4,,0
0012014.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0012014.png,2,2,2,,0
0013006.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013006.png,2,2,2,,0
0013008.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013008.png,2,2,2,,0
0013016.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0013016.png,2,2,2,,0
0014010.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014010.png,2,2,4,,0
0014013.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014013.png,2,2,2,,0
0014019.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014019.png,2,2,2,,0
0014018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014018.png,2,2,2,,0
0015012.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0015012.png,3,2,2,,0
0015013.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0015013.png,3,2,2,,0
0015016.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0015016.png,2,2,2,,0
0014012.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0014012.png,2,2,2,,0
0015018.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/0015018.png,2,2,2,,0
