clip_id,raw_answer,predicted,ground_truth
5100462011.avi,"Expression: The student appears to be staring intently or possibly in a state of confusion, given his furrowed brow and slightly wide eyes.
Posture: He is sitting with one hand on his chin, suggesting he is engaged in the content.
Rating: 2",2,3
5100452049.avi,"Expression: The student appears to have a focused and attentive expression, with their eyes looking directly at the camera. Their eyebrows are slightly furrowed, suggesting concentration.
Posture: The student is seated in a chair with good posture, sitting up straight.
Rating: 2 [Since they appear attentive but not highly engaged.]",2,3
5100342036.avi,"Expression: The student appears to be bored or unengaged, with a slightly closed mouth and relaxed facial features.
Posture: The student is sitting in front of the computer with their head resting on one hand, leaning forward with their elbow on their knee.
Rating: 1",1,1
5100461007.avi,"Expression: The student appears to have a neutral facial expression, possibly mildly focused on the video.
Posture: The student is sitting in front of the camera, looking directly at it, which suggests they are attentive and engaged with the content.
Rating: 2",2,1
9877360140.avi,"Expression: The student appears to be looking downwards with a neutral expression.
Posture: They are sitting in a chair, looking directly into the camera while seated at a desk.
Rating: 2 [Based on their gaze and body position, it seems like they are not fully engaged but somewhat focused.]",2,3
5100462032.avi,"Expression: The student has a neutral or contemplative expression, looking to the side with slightly furrowed eyebrows.
Posture: The student is sitting down and seems relaxed, possibly at home.
Rating: 2 - The student appears engaged but not highly engaged in watching the educational video.",2,2
5100401023.avi,"Expression: Serious.
Posture: Sitting with head slightly tilted to the side.
Rating: 1",1,1
5100351039.avi,"Expression: Serene with his eyes closed.
Posture: Seated in a relaxed posture, looking away from the camera.
Rating: 2",2,3
5000671041.avi,"Expression: The student appears to be calm and focused, with a neutral expression.
Posture: The student is sitting in an upright position with their arms resting on their thighs.
Rating: 2 - The student seems to be moderately engaged while watching the video.",2,1
5100362028.avi,"Expression: The student appears to be focused and intently watching the video.
Posture: They are sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5100451041.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5100371024.avi,"Expression: The student is looking down with a serious expression.
Posture: The student has a relaxed posture, sitting in a chair with their arms at rest.
Rating: 2 - engaged but not highly so.",2,2
8264120268.avi,"Expression: The student appears to have a neutral expression, possibly with a hint of contemplation or boredom.
Posture: The student is sitting with their legs crossed and their hands resting on their knees, which could indicate that they are not fully engaged but are comfortable in the current position.
Rating: 2 [0-3]",2,3
8264120231.avi,"Expression: The student has a neutral facial expression, with a slight frown or thoughtful look.
Posture: They are sitting up straight and appear to be focused on the video.
Rating: 2",2,1
826412013.avi,"Expression: The student is making a funny face, possibly rolling her eyes.
Posture: She has one arm crossed over her body and the other resting on a surface, which could be a desk or table.
Rating: 1",1,1
5100462012.avi,"Expression: The student has a contemplative look on his face, possibly considering the content of the video.
Posture: He appears to be sitting upright with his attention focused on the camera or the educational video.
Rating: 2",2,2
5100452016.avi,"Expression: The student has a neutral and focused facial expression.
Posture: They are seated in an upright position with both hands resting on their knees, indicating that they are attentively watching the video.
Rating: 3 [Highly engaged]",3,1
5100402001.avi,"Expression: The student appears to be focused and attentive.
Posture: Sitting upright with a neutral posture.
Rating: 2",2,1
5000952083.avi,"Expression: The student appears to be focused and attentive. Their head is turned towards the camera, and their eyes seem to be looking at something not in the frame.
Posture: The student has a neutral posture with both hands resting on his lap.
Rating: 2",2,1
8264120123.avi,"Expression: The student appears to have a neutral facial expression, with no strong emotions or reactions evident.
Posture: The student is sitting upright in their chair, with their arms resting by their sides and their hands placed on the desk in front of them.
Rating: 1 [Based on the image provided, it seems that the student's body posture and facial expression do not indicate a high level of engagement or interest in the content they are viewing. Their posture is relaxed, and their gaze seems to be directed away from the screen, suggesting they might not be fully invested in the educational video.",1,1
8264120284.avi,"Expression: The student appears to be looking down, possibly with a slight frown or concentration, which suggests they may be trying to understand the content of the video.
Posture: Their head is slightly tilted downwards, and their hand is placed on it, which could indicate confusion, deep thought, or boredom.
Rating: 1 [The student's body language does not seem very engaged; they are looking away from the screen and have a somewhat relaxed posture.]",1,1
9289010115.avi,"Expression: The student has a neutral expression, looking slightly to the side.
Posture: They are sitting and appear to be focused on something in front of them.
Rating: 2 - They seem engaged but not fully immersed in the educational video.",2,3
5100091069.avi,"Expression: Neutral, staring straight ahead.
Posture: Sitting upright in front of a red door with a blue shirt on.
Rating: 2 - The student appears to be engaged and watching the video attentively.",2,3
5100381017.avi,"Expression: The student appears to have a contemplative or serious facial expression.
Posture: They are sitting with their arms resting on the table, which might indicate a relaxed posture.
Rating: 2",2,2
5100422041.avi,"Expression: The student appears to be concentrating on the video, with a neutral expression and is looking slightly away from the camera.
Posture: The student is sitting upright in front of a computer screen with headphones on his head.
Rating: 2 - he seems to be engaged in the educational content but not fully focused or actively participating.",2,2
5100402020.avi,"Expression: The student has a neutral facial expression, with no strong emotions evident.
Posture: The student is seated in a chair, looking directly at the camera or screen they are facing, and appears to be focused on whatever they are watching.
Rating: 2 - The student seems engaged but there isn't enough visible body language to confidently rate their engagement level as highly engaged.",2,2
5000951067.avi,"Expression: The student appears to be making a funny face or smiling, possibly laughing.
Posture: The student is sitting down with one hand resting on his chin and the other holding a microphone, looking towards the camera.
Rating: 2 (barely engaged)

The student's facial expression suggests they are enjoying the content of the video, but their posture does not appear to be fully engaged with the material being shown. Their engagement level seems to be minimal as indicated by a rating of 2. The fact that they have a microphone in hand could imply that they are recording or participating in an online class or discussion, which might require them to be more focused, but their relaxed posture and facial expression",2,2
5100091051.avi,"Expression: The student appears to have a neutral expression on their face, with no visible signs of engagement or interest in the video.
Posture: The student is sitting upright at a desk, facing the camera directly, which suggests a level of focus and attention towards the content they are watching.
Rating: 2 - The student's body posture indicates some level of engagement, but their facial expression does not provide strong evidence of intense interest or involvement in the educational video.",2,2
9289010274.avi,"Expression: The student appears to be in a neutral or mildly focused state, with their head tilted slightly and their eyes looking down towards the monitor.
Posture: The student is seated at a table in front of the monitor, wearing glasses, and has earphones on their head. Their hands are resting on the table in front of them, and they are staring off to the side.
Rating: 2 [The student seems to be engaged, but not highly so, as they appear to be daydreaming or waiting for something.]",2,3
5100091059.avi,"Expression: The student is looking directly at the camera with a neutral expression.
Posture: Sitting in front of a red cabinet, the student is dressed casually and appears to be in a relaxed sitting position.
Rating: 2",2,2
5100092057.avi,"Expression: The student appears to be slightly confused or puzzled, with a slightly furrowed brow and a small smirk.
Posture: The student is sitting upright in a chair.
Rating: 2",2,2
5000671057.avi,"Expression: The student appears to be attentive and focused, with a neutral expression.
Posture: The student is seated at an angle in front of the computer screen, with their legs crossed at the knees.
Rating: 2",2,2
5100092071.avi,"Expression: The student has a neutral facial expression, with their mouth slightly open and eyes looking directly at the camera.
Posture: The student is sitting in front of a red door with a white frame and appears to be relaxed or focused on the video they are watching.
Rating: 2 [I cannot provide a numerical rating without more context about their level of interaction with the content they are watching.]",2,3
987736024.avi,"Expression: The student appears to be looking down or off to the side with a slight smile.
Posture: The student is sitting in front of a desk and seems to be leaning slightly forward, but not fully engaged as they are not directly facing the camera or screen.
Rating: 2 [0-3]",2,2
9877360241.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression, not showing any strong emotions.
Posture: They are sitting in an office chair and seem relaxed with their arms resting on the desk.
Rating: 2

The student's engagement level appears to be moderate. Their gaze is directed towards the camera but without additional context or evidence of interaction, it is difficult to accurately determine their level of engagement. However, they do not display any signs of high engagement such as leaning in closely to watch the video or actively taking notes.",2,3
5100091049.avi,"Expression: The student has a neutral expression on his face, with a small smile and slight head tilt. His eyes are open, and he seems to be looking directly at the camera.
Posture: He is sitting in an upright position, facing the camera, and appears relaxed with one hand resting on the desk.
Rating: 2 [The student's facial expression suggests a moderate level of engagement, as he does not seem overly enthusiastic or disinterested.]",2,1
9877360143.avi,"Expression: The student appears to be mildly distracted or bored, with a neutral facial expression.
Posture: The student is sitting upright in their chair, facing the camera directly.
Rating: 2 (engaged)",2,3
5000671033.avi,"Expression: The student appears relaxed and focused.
Posture: He is sitting with his head slightly tilted to the side, looking at something outside of the frame.
Rating: 2",2,3
8264120120.avi,"Expression: The student appears to be focused and attentive.
Posture: She is sitting down, holding a phone with both hands, with her attention directed at the screen.
Rating: 2",2,1
8264120239.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral facial expression.
Posture: The student is sitting with their body oriented towards the computer screen.
Rating: 2",2,1
8264120211.avi,"Expression: The student appears to be looking downwards and focused on something, possibly the phone in front of them.
Posture: The student's head is turned slightly to the side, indicating a level of interest or engagement with what they are observing.
Rating: 2",2,1
88265402200.mp4,"Expression: The student has a neutral facial expression, with a slight smirk.
Posture: They are sitting at a table or desk.
Rating: 2 - The student seems to be somewhat engaged but could use more focused attention on the screen.",2,3
5000952046.avi,"Expression: The student is looking down with a neutral expression, appearing to be focused on the video.
Posture: The student's body is oriented towards the computer screen, suggesting that they are actively engaged in watching the content.
Rating: 2",2,3
9877360120.avi,"Expression: The student appears to be concentrating and looking down with a neutral expression.
Posture: The student is sitting upright in their chair, which suggests they are attentive.
Rating: 2 [The student seems engaged but not highly so, as they are looking directly at the camera.]",2,1
9289010152.avi,"Expression: The student appears focused and is looking intently towards the video.
Posture: They are sitting in a chair with headphones on, indicating an engaged posture.
Rating: 2",2,1
5000671005.avi,"Expression: The student has a neutral expression, with his head slightly tilted to the side.
Posture: He is sitting upright in front of a wall with posters.
Rating: 2",2,2
88265402340.mp4,"Expression: The student is looking down, possibly at the camera or some other object. They have a neutral expression on their face.
Posture: The student's body is leaning slightly forward towards the camera.
Rating: 2 - The student appears to be engaged with the content they are watching or recording, but not highly engrossed.",2,2
9403280229.avi,"Expression: The student appears to be concentrating or possibly even bored, with a neutral expression and a slightly downward gaze.
Posture: The student is sitting with their back straight, head slightly turned towards the camera, and wearing a headset on one ear.
Rating: 2 [Based on their expression and posture, it seems like they are somewhat engaged in the educational video.]",2,3
5000441024.avi,"Expression: The student appears to have a neutral expression on their face.
Posture: The student is sitting with both hands resting on their legs.
Rating: 2 - The student's posture suggests they are focused on the content, but not highly engaged as they are not visibly reacting or taking notes.",2,1
5100341028.avi,"Expression: The student appears to be frowning or looking down with a serious expression.
Posture: The student is sitting in front of the camera, facing it directly.
Rating: 2 - It seems like the student is somewhat engaged, but their facial expression might indicate some level of boredom or concentration.",2,2
5000671048.avi,"Expression: The student appears to have a neutral facial expression, with their head slightly tilted and eyebrows relaxed. Their eyes are focused on the camera or monitor in front of them.
Posture: They are sitting down, possibly at a desk, with one arm resting on the surface in front of them.
Rating: 1 [Based on the image, it is challenging to accurately rate their engagement level without more context about their body language and attention towards the content they are watching.]",1,1
5000672013.avi,"Expression: The student appears to be focused on the screen, with a neutral expression.
Posture: The student is sitting down, with their head and shoulders in front of the camera.
Rating: 2 (engaged)",2,3
5100382003.avi,"Expression: The student appears to be looking directly towards the camera with a mildly curious or neutral expression.
Posture: The student is sitting upright in their chair, with a relaxed posture, suggesting they might be listening or paying attention to something off-camera.
Rating: 2 [Based on the visible elements in this image, it's difficult to determine the level of engagement without knowing what the student is looking at or if there are any indicators that suggest their interest in the educational video.]",2,3
5100381002.avi,"Expression: The student appears to be looking off to the side, possibly bored or disinterested.
Posture: The student is sitting with one hand resting on their chin, which could suggest contemplation or a relaxed posture.
Rating: 1 [The student's expression and body language indicate minimal engagement with the content of the video.]",1,3
5100382013.avi,"Expression: The student appears to be focused and looking directly at the camera.
Posture: He is seated with a relaxed posture, wearing glasses and headphones.
Rating: 2 [Based on the image, it's difficult to accurately determine the level of engagement beyond simply being present and engaged in the activity.]",2,3
5000671030.avi,"Expression: The student has a hand on their forehead with a thoughtful or contemplative expression.
Posture: The student is seated and appears to be leaning slightly forward, which may suggest concentration or interest in the content of the video.
Rating: 2 - This person seems to be engaged, but not highly engaged, as they are sitting upright but not actively participating in the content being displayed.",2,3
5000442054.avi,"Expression: The student has a neutral facial expression, looking directly ahead with minimal emotion or engagement.
Posture: The student is seated with their arms resting on the table in front of them, suggesting a relaxed posture.
Rating: 2 [Based on this image alone, it's difficult to accurately determine the student's level of engagement as there are no visible signs of active listening or participation in the video.]",2,3
8264120139.avi,"Expression: The student appears to be focused and serious.
Posture: The student is sitting with their arms crossed in front of them, which might indicate a posture of attentiveness or defensiveness.
Rating: 2 [Based on the visible cues, it seems like the student is somewhat engaged but not fully immersed in the content of the educational video.]",2,3
826412019.avi,"Expression: The student appears to be in a moment of deep concentration, with a neutral expression on her face. Her eyes are focused on the screen and she seems to be listening attentively.
Posture: She is sitting upright, which could indicate engagement or focus.
Rating: 2 [It's not possible to assign an exact numerical rating based on a single image, but considering her posture and expression, it appears that she is engaged to some degree.]",2,2
5100461064.avi,"Expression: The person appears to be staring intently, possibly at something off-camera or out of focus. It's difficult to describe their emotions accurately without more context.
Posture: The student is seated and seems to be focused on the screen. They have headphones around their neck, which could suggest they are listening to audio content as part of their educational experience.
Rating: 2 - The student appears engaged but not highly so, given that they seem to be looking away from the screen or at something else.",2,3
9877360215.avi,"Expression: The student appears to be focused and attentive. Their eyebrows are slightly furrowed, and their mouth is gently closed in a neutral expression.
Posture: The student is sitting at a desk with a chair, looking directly towards the camera.
Rating: 2 - The student seems engaged in what they are watching or doing on the computer.",2,3
9289010269.avi,"Expression: The woman has a neutral expression, looking straight ahead.
Posture: She is sitting down, with headphones on her ears and is slightly turned to the side.
Rating: 2",2,3
5000441058.avi,"Expression: The student appears to have a neutral facial expression, possibly indicating focus or concentration.
Posture: The student is sitting upright with both hands resting on their lap, leaning slightly forward and looking towards the camera.
Rating: 2 [The student seems engaged in the content of the video but not actively participating.]",2,1
5100422046.avi,"Expression: Serious or contemplative, with a neutral face.
Posture: Sitting with arms crossed and legs slightly apart.
Rating: 2",2,3
5000671020.avi,"Expression: The student appears to have a neutral expression, with no strong emotions visible.
Posture: The student is sitting comfortably in front of the camera, looking directly at it.
Rating: 2",2,2
5100341061.avi,"Expression: The student appears to be looking directly at the camera, possibly with a slightly puzzled or thoughtful expression.
Posture: The student is sitting with an upright posture, likely focused on the content being shown.
Rating: 2 [The student is engaged but might need more stimulus to indicate a higher level of engagement.]",2,2
5000671058.avi,"Expression: Serious or contemplative. The student appears focused and is looking slightly to the side, possibly at something outside of the frame.
Posture: Sitting upright with a relaxed posture.
Rating: 2 - The student seems engaged in the content they are watching, but not highly invested in it, as their facial expression does not convey strong emotions or reactions that would suggest intense engagement.",2,1
5000441067.avi,"Expression: The student has a neutral facial expression.
Posture: He appears to be sitting upright, possibly leaning slightly forward.
Rating: 2 - He seems to be actively engaging with the video but not fully focused or immersed.",2,1
9070011060.mp4,"Expression: The student has a thoughtful or contemplative expression.
Posture: The student is leaning forward and slightly to the side, with her hand on her chin.
Rating: 2",2,3
5000951039.avi,"Expression: The student has a slightly puzzled or contemplative facial expression, with his head tilted to the side and his eyes looking off to the side. His lips are closed, and he appears to be in deep thought.
Posture: He is sitting upright but appears relaxed with one hand resting on his chin.
Rating: 2 [The student seems to be engaged but not fully focused or actively participating in the video.]",2,2
5100381003.avi,"Expression: Serious or contemplative.
Posture: Sitting down, looking at the camera.
Rating: 2 [Based on the image, it seems like the student is partially engaged in the video they are watching.]",2,3
907001670.mp4,"Expression: The student appears to be focused and attentive, with a neutral expression. They might be slightly confused or questioning something in the video.
Posture: The student is sitting comfortably at their desk, looking directly at the camera.
Rating: 2 - The student seems engaged but there may not be enough information to determine if they are highly engaged.",2,3
9403280271.avi,"Expression: The student is looking directly at the camera with a slight smile, which might indicate some level of engagement or interest in the content they are watching.
Posture: The student is sitting and has headphones on, suggesting that she is actively engaged in listening to the audio, possibly watching an educational video.
Rating: 2 - While it's difficult to gauge her level of engagement from just this image, she appears to be at least somewhat involved since she is wearing headphones and looking towards the camera.",2,1
9877360270.avi,"Expression: The student appears to be focused, with a neutral expression on her face.
Posture: She is sitting at a table in front of a computer monitor and has one hand holding her hair.
Rating: 2 [The student seems to be actively engaged in the video, but not highly engaged.]",2,1
5100402024.avi,"Expression: The student appears to have a neutral expression, with his eyes focused on the video.
Posture: His posture seems relaxed and comfortable, with one hand holding earbuds.
Rating: 2",2,3
5100402063.avi,"Expression: The person appears to have a neutral expression, with a small smile or smirk.
Posture: They are sitting upright with their head turned slightly to the side.
Rating: 2",2,1
8264120232.avi,"Expression: The student appears to have a neutral expression, slightly frowning, with a pensive or contemplative look.
Posture: The student is sitting upright in a chair, leaning forward slightly.
Rating: 2",2,2
5100342024.avi,"Expression: The student appears to be in a thoughtful or contemplative state, with their face resting on one hand and the other arm crossed over their body.
Posture: They're sitting down at a desk with a laptop in front of them.
Rating: 2 [Based on the image, it seems like the student is actively engaged in the content being played on the laptop but not showing any strong emotional reaction.]",2,1
928901014.avi,"Expression: The student appears focused and attentive.
Posture: The student is seated with headphones on, indicating active engagement in the content they are viewing.
Rating: 3",3,1
88265402230.mp4,"Expression: The student has a neutral facial expression. They are looking directly at the camera with slight head tilt.
Posture: The student is sitting in front of the computer, leaning slightly forward.
Rating: 2",2,2
5000441021.avi,"Expression: The student's facial expression appears neutral, with a slight head tilt and focused gaze.
Posture: The student is seated in a relaxed manner, leaning slightly forward with their hands resting on the desk or lap.
Rating: 2 - The student seems to be engaged in the educational content being played, but not overly expressive or enthusiastic.",2,3
5100092008.avi,"Expression: The student appears to have a neutral expression, with their mouth slightly open and no visible emotion.
Posture: The student is sitting upright with good posture.
Rating: 2",2,3
5000441051.avi,"Expression: The student appears to be focused and looking slightly off to the side with a serious expression.
Posture: Sitting with their head turned to the side, hands resting on their lap or arms, possibly legs, suggesting a relaxed posture.
Rating: 2 (engaged but not highly engaged)",2,2
5000672077.avi,"Expression: The student appears to have a neutral facial expression with their eyes open and slightly focused on something in front of them.
Posture: The student is sitting down, likely in a chair or at a desk, facing the camera directly.
Rating: 2",2,2
5100352030.avi,"Expression: The student appears to have a contemplative or pondering facial expression, with their eyes looking towards the camera.
Posture: The student is sitting in front of a window with one hand resting on their chin and the other hand holding headphones.
Rating: 2 - The student seems to be engaged but not actively participating in the educational content.",2,3
9877360258.avi,"Expression: The student appears to be staring directly into the camera, with a neutral expression that might suggest a mix of focus and boredom.
Posture: They are sitting upright at a desk in an office setting.
Rating: 2",2,2
5100462053.avi,"Expression: The person appears to be scowling or making a mean face.
Posture: They are sitting in front of a desk with their arms crossed.
Rating: 1",1,3
90700170.mp4,"Expression: The student appears to be making a funny face, possibly smirking or smiling.
Posture: The student is seated with their head turned to the side and one hand on their chin, suggesting a relaxed or thoughtful pose.
Rating: 2 (barely engaged)",2,3
5100092067.avi,"Expression: The student appears to have a neutral facial expression with a slight smile, possibly indicating they are in a positive mood or simply relaxed.
Posture: The student is sitting upright in front of the screen, suggesting an attentive posture that is common when watching educational content.
Rating: 2 [Based on the visual information available, it's difficult to confidently assess engagement levels without additional context, such as observing their actions or hearing audio from the video.]",2,3
5100422006.avi,"Expression: The student appears to have a neutral expression on their face, with little to no emotion evident.
Posture: The student is sitting with a relaxed posture, possibly leaning back in their chair.
Rating: 2 [The student seems to be somewhat engaged, as they are watching the video and not showing any signs of disinterest or distraction.]",2,3
88265402900.mp4,"Expression: The student has a neutral expression on her face.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
8264120279.avi,"Expression: The student's facial expression is neutral and contemplative, with a slight frown.
Posture: The student is leaning slightly forward with their hands resting on their knees or thighs, which could indicate focus or attentiveness.
Rating: 2 - The student seems to be actively engaged in the educational video they are watching.",2,1
5100451049.avi,"Expression: The student appears to be looking directly into the camera with a neutral expression.
Posture: He is sitting down, facing towards something on the screen (likely the educational video).
Rating: 2 - he seems engaged as he is focused on the content in front of him.",2,3
9877360172.avi,"Expression: She appears to be focused and attentive, with a neutral expression on her face.
Posture: The student is sitting upright in a chair with both hands resting on the table in front of her.
Rating: 2 - She seems to be actively engaged but not fully immersed in the content.",2,1
5100351022.avi,"Expression: The student has a concerned or puzzled facial expression.
Posture: The student is sitting with his head slightly tilted and his hands resting on a table.
Rating: 2",2,0
9403280251.avi,"Expression: The student appears to have a neutral facial expression, with no strong emotions evident.
Posture: The student is sitting upright in their chair.
Rating: 2 (engaged)",2,2
9877360157.avi,"Expression: The student appears to be looking down or possibly off-camera with a neutral expression.
Posture: The student is sitting at a desk in front of a computer screen, with their chin resting on one hand.
Rating: 2",2,1
5100462071.avi,"Expression: The student is making a funny face and has his mouth open, showing teeth.
Posture: He's sitting down with headphones on.
Rating: 1",1,2
9289010145.avi,"Expression: The student has a neutral facial expression, looking slightly to the side.
Posture: The student is standing with their hands together in front of them.
Rating: 2 [The student appears to be engaged but not deeply focused on the content.]",2,1
5100401034.avi,"Expression: The man appears to have a neutral facial expression, with his head slightly tilted and a small smile.
Posture: His body is leaning forward slightly, suggesting he might be focused or listening intently.
Rating: 2",2,1
5100422071.avi,"Expression: The student appears to be making a neutral or contemplative facial expression, with their mouth slightly open.
Posture: The student is seated in a chair with their head slightly tilted downward and their arms resting on the desk.
Rating: 1",1,3
8264120269.avi,"Expression: The student appears to be in deep thought or contemplation.
Posture: She has her elbow on a surface and is holding her head with one hand, indicating she might be thinking or processing information.
Rating: 2 [The student seems to be somewhat engaged but not fully focused on the video.]",2,1
5000671050.avi,"Expression: The student appears thoughtful or focused, with their chin resting on their hand.
Posture: The student is sitting at a desk with one hand near the mouth and other hand by their side.
Rating: 2 - The student seems to be engaged in the educational content.",2,2
8264120169.avi,"Expression: The person appears to be in a state of disbelief or shock, indicated by the hand on their forehead and the facial expression.
Posture: They are seated with one arm raised up.
Rating: 2",2,1
5100461057.avi,"Expression: The student is looking straight ahead, with a neutral expression.
Posture: The student appears to be sitting comfortably in front of the camera.
Rating: 2",2,2
5100401026.avi,"Expression: The student appears to have a neutral expression with a subtle smile.
Posture: The student is sitting up straight, attentively looking at the screen.
Rating: 2 - The student seems somewhat engaged in the educational video, not fully immersed but actively participating.",2,3
5100352031.avi,"Expression: The student has a neutral facial expression.
Posture: The student is sitting with one hand on his face, leaning slightly forward.
Rating: 2 [This suggests that the student appears to be engaged but not highly so.]",2,3
8264120254.avi,"Expression: The student appears to be looking downward or towards the side, with a neutral or possibly slightly bored facial expression.
Posture: She is seated in an upright position, with her back straight and her legs together.
Rating: 1",1,1
88265402880.mp4,"Expression: The student has a neutral and slightly contemplative facial expression, with eyes looking slightly to the side.
Posture: The student is seated with good posture, sitting upright in front of the computer screen.
Rating: 2 - The student appears engaged but may not be fully focused on the content being displayed.",2,2
5000672012.avi,"Expression: The student appears to have a neutral facial expression, slightly focused on something in front of him.
Posture: The student is sitting with one leg crossed over the other, his body is facing forward, and he seems relaxed.
Rating: 2",2,2
5000951047.avi,"Expression: The student appears to have a contemplative or focused facial expression, with slightly furrowed brows and a neutral mouth.
Posture: They are sitting upright with their head straight ahead of them.
Rating: 2 [I would rate the student's engagement level as moderate, as they seem attentive but not highly animated.]",2,2
5100422073.avi,"Expression: The student appears to be focused and serious.
Posture: They are sitting upright with a neutral posture.
Rating: 2",2,2
9877360185.avi,"Expression: The student appears to be frowning, possibly indicating mild frustration or boredom.
Posture: She is sitting upright, with her body facing the camera and her head slightly turned towards it.
Rating: 2",2,2
5100372011.avi,"Expression: The student is looking directly at the camera with a serious expression.
Posture: The student is sitting down, with their head slightly tilted to one side and hands resting on their knees or in front of them.
Rating: 2",2,3
9877360127.avi,"Expression: The student has a neutral expression, looking slightly to the side.
Posture: The student is sitting in a chair at a desk with a laptop.
Rating: 2 [Based on the student's gaze and body posture, they seem to be engaged in the video.]",2,2
5100472021.avi,"Expression: A serious and concentrated facial expression, with a thoughtful or contemplative pose.
Posture: The student is seated in a red chair at a desk in front of him, with his hand on his face, possibly rubbing his chin.
Rating: 2 [The student appears to be engaged, as he seems to be actively thinking or concentrating on the content of the video.]",2,3
5100451027.avi,"Expression: The student appears to have a neutral facial expression.
Posture: The student is sitting upright in front of the camera, possibly at a desk or table.
Rating: 2 - The student seems engaged but not highly immersed in the content of the video.",2,3
