clip_id,raw_answer,predicted,ground_truth
88265402230.mp4,not very,1,2
5000441021.avi,not very,1,3
5100092008.avi,not very,1,3
5000441051.avi,not very,1,2
5000672077.avi,not at all,0,2
5100352030.avi,not very,1,3
9877360258.avi,not very,1,2
5100462053.avi,not at all,0,3
90700170.mp4,not very,1,3
5100092067.avi,not very,1,3
5100422006.avi,not at all,0,3
88265402900.mp4,not very,1,3
8264120279.avi,not very,1,1
5100451049.avi,not very,1,3
9877360172.avi,not very,1,1
5100351022.avi,not very,1,0
9403280251.avi,not very,1,2
9877360157.avi,not very,1,1
5100462071.avi,not at all,0,2
9289010145.avi,not very,1,1
5100401034.avi,not very,1,1
5100422071.avi,not at all,0,3
8264120269.avi,not very,1,1
5000671050.avi,not at all,0,2
8264120169.avi,not very,1,1
5100461057.avi,not at all,0,2
5100401026.avi,not very,1,3
5100352031.avi,not very,1,3
8264120254.avi,not very,1,1
88265402880.mp4,not very,1,2
5000672012.avi,not at all,0,2
5000951047.avi,not,1,2
5100422073.avi,not at all,0,2
9877360185.avi,not very,1,2
5100372011.avi,not very,1,3
9877360127.avi,not very,1,2
5100472021.avi,not very,1,3
5100451027.avi,not very,1,3
8264120240.avi,not very,1,0
5000951027.avi,not very,1,1
5100402015.avi,not very,1,2
9403280246.avi,not very,1,3
9289010114.avi,not very,1,1
5100351042.avi,not very,1,1
5000671038.avi,not at all,0,2
88265401660.mp4,not very,1,3
907001310.mp4,not very,1,3
5100452023.avi,not very,1,2
8264120127.avi,not very,1,1
8264120263.avi,not very,1,1
5100471012.avi,not very,1,2
5100091012.avi,not very,1,2
5000442015.avi,not very,1,2
5100381037.avi,not very,1,2
5100091025.avi,not very,1,2
5100092040.avi,not very,1,3
5000952015.avi,not very,1,3
5100351004.avi,not very,1,2
5100471045.avi,not very,1,2
5100382011.avi,not very,1,3
8264120136.avi,not very,1,2
9403280241.avi,not very,1,3
5100471069.avi,not very,1,3
5000672019.avi,not at all,0,3
5000952038.avi,not very,1,3
5100351010.avi,not very,1,2
5000951024.avi,not very,1,1
5100472001.avi,not very,1,1
5000952062.avi,not very,1,1
5100361056.avi,not very,1,2
5000952077.avi,not very,1,2
5100401065.avi,not very,1,1
9403280260.avi,not very,1,3
5100471080.avi,not very,1,2
5100342008.avi,not very,1,2
5100381054.avi,not very,1,2
9289010210.avi,not very,1,3
5100462045.avi,not at all,0,2
9289010276.avi,not very,1,1
9877360234.avi,not very,1,3
5100401062.avi,not very,1,3
5000672048.avi,not at all,0,2
5000671070.avi,not,1,1
8264120156.avi,not very,1,1
907001950.mp4,not very,1,1
88265402690.mp4,not very,1,3
5100401043.avi,not very,1,1
998826011.avi,not very,1,3
5100461038.avi,not at all,0,2
5100092061.avi,not very,1,3
5100421026.avi,not at all,0,3
8264120132.avi,not very,1,2
5100341033.avi,not very,1,2
88265401740.mp4,not at all,0,3
88265401750.mp4,not very,1,1
5100472005.avi,not very,1,2
88265401190.mp4,not very,1,3
8264120229.avi,not very,1,2
5100342022.avi,not very,1,0
5000671065.avi,not at all,0,2
5100471047.avi,not very,1,3
5000951015.avi,not very,1,3
5000441009.avi,not very,1,3
8264120150.avi,not very,1,1
9403280138.avi,not very,1,2
5000952064.avi,not very,1,3
5000441046.avi,not very,1,3
5100402062.avi,not very,1,1
8264120243.avi,not very,1,1
5100341038.avi,not very,1,2
5100341043.avi,not very,1,1
5100472027.avi,not very,1,3
5100381058.avi,not very,1,2
987736017.avi,not very,1,2
5000671061.avi,not,1,1
5000671010.avi,not at all,0,3
5100381008.avi,not very,1,2
9877360147.avi,not very,1,3
5000952054.avi,not very,1,2
5000952034.avi,not very,1,1
88265402660.mp4,not very,1,3
5100401011.avi,not very,1,2
8264120282.avi,not very,1,1
5100462003.avi,not at all,0,1
5100451004.avi,not very,1,3
5000672052.avi,not,1,3
5100472054.avi,not very,1,2
5000671047.avi,not,1,2
88265401490.mp4,not at all,0,3
8264120116.avi,not very,1,1
8264120256.avi,not very,1,1
5100342028.avi,not very,1,1
5100092002.avi,not very,1,3
88265401260.mp4,not very,1,3
9877360256.avi,not very,1,1
9403280245.avi,not very,1,3
5100401016.avi,not very,1,2
5000951019.avi,not very,1,1
5100342023.avi,not very,1,1
5000671022.avi,not at all,0,2
5000671063.avi,not at all,0,2
5100381021.avi,not very,1,2
5000671069.avi,not,1,1
5100422034.avi,not at all,0,2
5100381023.avi,not very,1,3
5100091028.avi,not very,1,2
5000441059.avi,not,1,2
5100402023.avi,not very,1,3
5000441048.avi,not very,1,2
5100461031.avi,not at all,0,2
9403280145.avi,not very,1,2
5100381034.avi,not very,1,3
5100341074.avi,not very,1,1
5100472058.avi,not very,1,1
5000441064.avi,not,1,2
5100382014.avi,not very,1,3
9289010266.avi,not at all,0,3
5000441008.avi,not very,1,2
9289010262.avi,not very,1,3
8264120265.avi,not very,1,1
5100421054.avi,not at all,0,2
5000672075.avi,not at all,0,3
5100461033.avi,not at all,0,2
5100461004.avi,not at all,0,2
5100382062.avi,not very,1,3
5000442009.avi,not,1,3
9403280217.avi,not very,1,2
5000951023.avi,not very,1,1
5100352022.avi,not very,1,1
8264120117.avi,not very,1,3
5100351001.avi,not very,1,1
5100352054.avi,not very,1,1
9877360133.avi,not very,1,0
5100451017.avi,not very,1,2
987736022.avi,not very,1,2
5000671049.avi,not at all,0,1
5000951045.avi,not very,1,2
5100351013.avi,not very,1,1
5100462048.avi,not at all,0,2
9289010271.avi,not very,1,2
8264120249.avi,not very,1,1
5100422004.avi,not at all,0,3
5100452067.avi,not very,1,3
88265401240.mp4,not very,1,3
5100381055.avi,not very,1,2
5100401066.avi,not very,1,3
5000671002.avi,not at all,0,2
5100461005.avi,not at all,0,2
5100382070.avi,not very,1,3
5100092011.avi,not very,1,2
928901013.avi,not very,1,3
9877360183.avi,not very,1,3
5100352060.avi,not very,1,2
9877360169.avi,not very,1,1
9877360152.avi,not very,1,3
5100452031.avi,not very,1,3
8264120262.avi,not very,1,1
8264120261.avi,not very,1,1
5100341055.avi,not very,1,3
5100352043.avi,not very,1,1
9877360141.avi,not very,1,3
